Seed,ID,Energy,Angle(deg),Impact(km),Ground(km),Triggered,Angle(deg),Impact(km),Ground(km),Cherenkov,Angle(deg),Impact(km),Ground(km)
2,1,3.20025e+20,86.697585,20.915072,20.976878,1,79.967866,18.246219,18.604900,1,83.446853,19.520301,19.698897
2,2,8.52696e+20,33.778516,50.255020,91.023890,1,33.631088,48.932063,88.987330,0,0,0,0
2,3,4.31581e+18,83.576314,5.200504,5.293589,1,83.724185,5.167964,5.258411,1,83.205634,5.183341,5.282891
2,4,9.58827e+20,76.643440,54.101791,55.707141,1,70.536121,47.132588,50.139464,1,98.911350,78.413481,79.306867
2,5,1.02136e+20,67.546566,27.312408,29.893292,1,47.124027,15.638845,22.077187,0,0,0,0
2,6,7.40651e+18,101.677485,21.779621,22.157000,1,80.407569,15.202201,15.494426,1,100.277365,20.942483,21.211991
2,7,1.55343e+19,90.343256,35.048543,35.049659,1,78.332467,28.292928,28.994936,1,137.021763,56.352431,82.138876
2,8,2.2316e+19,108.815941,13.531508,14.163965,1,109.413435,13.622988,14.307962,1,107.726446,13.258352,13.796374
2,9,2.6144e+20,84.813783,56.661526,56.933314,1,69.474726,41.244584,44.196465,1,126.452296,95.344077,118.231818
2,10,5.11228e+20,54.107984,50.608733,62.768736,1,60.724328,60.855277,69.997061,1,106.416364,141.728746,147.631881
2,11,2.89578e+20,90.788335,52.947636,52.947942,1,87.970661,50.597824,50.651939,1,101.569207,61.271430,62.432396
2,12,5.39488e+20,87.753151,57.100408,57.161487,1,74.597669,44.107843,45.863263,1,90.274788,59.284742,59.284857
2,13,6.28768e+20,103.074038,45.336315,46.451429,1,92.197378,38.665259,38.680411,1,172.547650,68.905087,528.194997
2,14,5.40678e+20,101.011592,38.547145,39.193688,1,97.683151,36.855287,37.136884,1,106.033823,40.934391,42.477144
2,15,1.46088e+20,92.285859,44.729261,44.750701,1,77.664828,34.428870,35.332208,1,100.576671,50.357109,51.154316
2,16,1.73561e+20,101.203698,51.166744,52.078156,1,86.474622,40.862440,40.968358,1,110.627089,57.240681,61.002766
2,17,6.86669e+19,79.555689,53.427488,54.402900,1,62.085653,35.593971,40.494828,1,86.886499,61.544448,61.658511
2,18,7.20404e+20,94.880767,47.501337,47.628832,1,57.976086,21.574648,25.807811,1,97.397432,48.788027,49.127167
2,19,8.82379e+19,74.507897,13.721658,14.370460,1,69.568592,12.242575,13.238964,1,76.483128,14.281677,14.803037
2,20,1.24917e+20,59.366493,43.528927,50.830701,1,51.339888,33.759889,43.560262,1,57.831358,41.433366,49.204313
2,21,1.09241e+20,115.411200,51.175760,56.468439,1,85.493882,33.780617,33.919281,1,119.286017,52.826569,60.344560
2,22,4.01272e+20,57.144296,21.933802,26.583004,1,56.680608,21.666936,26.408546,0,0,0,0
2,23,6.65525e+20,95.249161,25.145451,25.217730,1,83.436579,20.351086,20.535337,0,0,0,0
2,24,3.77487e+18,138.668282,5.001453,7.080838,1,98.521756,3.529849,3.530736,0,0,0,0
2,25,3.35599e+19,52.474743,27.854138,35.523108,1,50.926950,26.554147,34.627992,0,0,0,0
2,26,2.36067e+20,102.593005,41.416489,42.348411,1,92.078967,35.650132,35.661162,1,102.281219,41.107162,41.983294
2,27,1.83771e+20,118.434320,49.835342,56.307350,1,24.485842,3.330624,9.526370,0,0,0,0
2,28,7.10447e+20,106.084729,46.606470,48.384807,1,96.501155,41.063896,41.283499,1,108.298902,47.711030,50.113712
2,29,1.32462e+19,167.004756,28.223719,123.723698,1,2.683275,0.097895,10.903425,0,0,0,0
2,30,3.2341e+20,145.843327,56.100647,99.265331,1,94.746455,34.106879,34.190280,0,0,0,0
2,31,3.93708e+20,89.861531,50.774361,50.777052,1,75.347482,38.351436,39.747238,1,86.566532,47.625218,47.736533
2,32,6.19709e+20,91.631424,53.115408,53.126735,1,70.578061,34.786377,37.034036,1,85.194309,46.916653,47.118903
2,33,5.17464e+19,87.327558,46.962808,47.034314,1,64.576179,28.686585,31.955236,1,130.548580,77.704505,101.920801
2,34,1.49425e+20,108.506579,56.464790,59.409115,1,90.052780,43.289476,43.291031,1,135.868212,71.591364,102.396682
2,35,2.21352e+19,93.552810,36.482865,36.530448,1,92.940181,36.033294,36.062446,1,93.248871,36.185250,36.222984
2,36,9.49749e+20,44.422821,44.535781,64.038353,1,42.436329,41.007607,61.213270,1,41.788491,40.267872,60.878247
2,37,1.8308e+20,62.387746,54.804346,62.067816,1,52.204431,39.910803,50.831112,0,0,0,0
2,38,3.55381e+20,38.633450,26.695650,43.395029,1,37.900390,25.803489,42.656810,0,0,0,0
2,39,6.68324e+20,124.873357,24.292131,29.294609,1,106.078670,20.266024,20.964602,0,0,0,0
2,40,8.08312e+19,171.568184,52.995377,358.698025,1,4.788817,0.134503,6.423339,0,0,0,0
2,41,7.18085e+19,155.461366,40.907261,97.294270,1,18.333294,1.676587,6.973724,0,0,0,0
2,42,7.88721e+19,100.440128,18.993687,19.243610,1,100.102894,18.935037,19.165904,1,99.024222,18.613295,18.787080
2,43,1.40521e+20,48.784230,21.222315,28.653373,1,26.985095,6.847039,16.072711,1,47.289377,20.107529,27.827977
2,44,6.62211e+20,108.343256,34.311303,36.015650,1,93.387850,28.225226,28.253511,1,110.089801,34.826116,36.936031
2,45,2.39064e+18,125.179171,7.365582,8.711335,1,135.297481,7.846544,10.717843,0,0,0,0
2,46,3.86331e+20,115.911866,31.123889,34.409327,1,94.687240,24.098858,24.150069,1,119.677212,32.063686,36.677269
2,47,3.61613e+20,74.225163,49.330226,51.387429,1,66.055481,40.265202,44.254519,1,71.522516,45.969054,48.616790
2,48,5.63e+20,109.542756,24.133880,25.459571,1,102.338369,22.038595,22.469454,1,111.319165,24.304340,25.924916
2,49,7.23505e+20,106.291105,47.104674,48.958650,1,89.673825,36.987311,36.992418,1,106.801501,46.906878,48.878184
2,50,6.72549e+18,100.721930,12.113039,12.259018,1,101.475575,12.165447,12.338841,1,99.465170,11.795484,11.898294
2,51,7.26999e+20,87.375482,22.037544,22.089853,1,77.049029,18.764131,19.377634,0,0,0,0
2,52,2.25016e+20,96.308890,29.192987,29.305211,1,95.043305,28.691591,28.752504,0,0,0,0
2,53,8.9447e+20,96.084568,12.212931,12.245290,1,92.122480,11.367364,11.367369,1,95.245360,11.882923,11.902321
2,54,3.98124e+20,90.011766,56.563195,56.564758,1,78.302553,45.618352,46.677264,1,94.377972,60.391095,60.536300
2,55,2.66651e+20,98.230935,58.602751,59.153329,1,81.168772,43.427974,44.016299,1,97.974667,57.348984,57.851643
2,56,1.03512e+19,127.464254,31.402159,39.257947,1,97.581062,22.324641,22.471795,1,173.912889,36.678298,342.137190
2,57,9.41052e+20,103.717284,47.601526,48.902612,1,86.490342,36.840403,36.936474,1,106.464451,49.150617,51.134931
2,58,4.86182e+19,96.081109,53.513601,53.774816,1,63.372920,27.440487,30.901643,1,149.321682,86.392689,168.643313
2,59,5.22392e+20,100.083325,34.814521,35.291573,1,62.418953,16.117154,18.397690,0,0,0,0
2,60,6.42216e+20,107.665083,34.625927,36.194777,1,110.563557,35.741362,38.002717,1,106.715265,34.121941,35.491261
2,61,1.52223e+20,66.293814,39.006578,42.779175,1,63.990800,36.334500,40.626539,1,63.508942,36.067933,40.500920
2,62,3.06059e+19,99.511161,48.003353,48.607007,1,67.498007,26.065148,28.381787,1,101.819994,49.254652,50.239488
2,63,5.12495e+20,57.221072,31.717995,38.021047,1,56.557820,31.152780,37.637053,1,54.758772,29.877462,36.906243
2,64,2.19122e+20,116.650176,29.527467,32.831209,1,63.476298,12.284424,13.942808,0,0,0,0
2,65,1.25371e+20,104.324885,59.703811,61.435981,1,83.635480,44.150179,44.511042,0,0,0,0
2,66,1.5287e+20,96.671083,57.520760,57.862495,1,72.316242,36.941756,38.918356,1,99.690925,59.971226,60.765023
2,67,7.55586e+20,90.921630,16.748374,16.748898,1,90.994835,16.781757,16.782120,1,89.908750,16.510877,16.516425
2,68,6.96219e+19,114.708606,23.820824,26.040199,1,115.220011,23.925423,26.260628,1,114.765561,23.655087,25.869224
2,69,3.18963e+20,65.231812,46.635026,51.547347,1,65.337447,46.282033,51.114385,0,0,0,0
2,70,7.77254e+20,62.721112,26.092713,29.572094,1,60.662809,24.470259,28.303652,1,60.782007,24.752543,28.593214
2,71,2.33624e+20,91.222942,35.770918,35.772683,1,82.742282,30.998724,31.303723,1,93.407147,36.905017,36.948323
2,72,2.7896e+20,96.102616,25.302405,25.406148,1,84.092688,20.505556,20.661395,1,96.673267,25.079774,25.206315
2,73,1.23452e+20,106.758002,57.212382,59.626940,1,90.488266,45.238973,45.238981,1,171.160838,84.532981,547.471037
2,74,5.24117e+20,44.888560,46.955936,66.944695,1,42.079984,42.105175,63.279400,1,53.373667,63.189053,79.039257
2,75,2.53298e+19,141.031722,9.812265,15.090619,1,128.501116,9.125308,11.334797,1,142.254661,9.540875,15.050443
2,76,6.65948e+18,99.702453,22.821502,23.087434,1,96.094539,21.631286,21.715038,1,100.976141,23.037254,23.392024
2,77,1.08129e+19,81.156165,23.981167,24.336631,1,83.564894,24.891963,25.099119,1,78.110689,22.588719,23.173409
2,78,1.38144e+20,86.925954,55.624490,55.727610,1,68.660719,38.241197,41.214423,1,94.368177,62.816836,62.970500
2,79,4.34524e+19,93.653090,32.987749,33.031674,1,86.794228,29.482920,29.554404,1,92.270836,32.176601,32.188448
2,80,5.16476e+19,157.331843,44.998494,115.652475,1,35.529846,5.356706,9.877371,0,0,0,0
2,81,8.66996e+19,93.529861,34.907040,34.939952,1,86.861716,31.324150,31.412101,1,97.894116,36.766081,37.035759
2,82,1.42607e+19,93.913070,29.836184,29.880427,1,83.515472,24.674074,24.883468,1,90.657182,27.886042,27.886202
2,83,5.67804e+19,77.064153,57.752652,59.350025,1,51.761483,28.631061,36.770601,1,75.632640,55.102421,56.985601
2,84,3.74124e+20,97.998895,29.827896,30.067368,1,97.658338,29.719946,29.936277,1,102.978633,31.763426,32.506343
2,85,1.41983e+19,85.319421,17.520342,17.617395,1,83.702003,17.045678,17.199422,1,85.424280,17.585154,17.679032
2,86,6.80343e+19,62.188271,31.543272,35.879457,1,60.324516,30.017624,34.782773,1,62.453508,31.913295,36.207835
2,87,1.15825e+20,133.882118,47.977028,66.164710,1,68.309635,18.999213,20.616738,1,142.249822,50.084131,81.270903
2,88,1.42285e+19,122.611747,3.602806,4.040810,1,127.017154,3.717970,4.372988,1,121.997095,3.377801,3.754206
2,89,3.34051e+20,66.965207,18.083475,19.825165,1,67.341526,18.239103,19.936376,1,68.081768,18.703012,20.325898
2,90,1.25646e+19,107.706994,17.194048,17.924582,1,109.314904,17.441600,18.344592,1,105.741877,16.649540,17.189119
2,91,6.85007e+19,144.313034,13.739213,22.815631,1,72.771520,5.905833,6.368413,0,0,0,0
2,92,3.36096e+20,141.651487,59.883489,96.010277,1,66.546220,21.172382,23.256914,1,146.121726,60.372167,107.706824
2,93,6.36076e+20,93.061538,52.814498,52.862120,1,93.669087,53.270366,53.345758,1,87.268345,48.357014,48.443150
2,94,4.55294e+20,103.297831,59.772246,61.325495,1,96.753855,54.332875,54.666497,1,103.894241,59.832014,61.537463
2,95,3.54324e+19,52.340048,6.980376,9.264140,1,53.348774,7.188909,9.391631,0,0,0,0
2,96,2.4239e+19,147.764513,44.390610,82.390372,1,26.509506,3.858316,9.703593,0,0,0,0
2,97,9.56176e+20,98.304158,54.827468,55.337352,1,84.792271,44.147862,44.379233,0,0,0,0
2,98,5.77775e+18,103.023364,5.623565,5.686618,1,97.829818,5.239621,5.246699,0,0,0,0
2,99,2.54041e+20,105.835023,38.939471,40.147660,1,68.798538,28.314695,30.882534,0,0,0,0
2,100,9.05475e+20,145.097228,38.233891,65.757248,1,80.879981,20.409948,20.802194,0,0,0,0
2,101,4.4987e+19,81.538580,50.777984,51.399537,1,60.779141,31.117409,35.886778,1,79.864313,48.841378,49.690822
2,102,7.34432e+20,59.921595,35.809404,42.373919,1,17.924655,23.119772,80.266273,0,0,0,0
2,103,9.43473e+19,173.581962,23.880941,210.071497,1,6.338389,0.119865,4.712079,0,0,0,0
2,104,2.66941e+19,84.368495,17.645602,17.783330,1,91.129990,19.566793,19.566958,0,0,0,0
2,105,1.13403e+20,106.982630,24.610468,25.612418,1,106.515844,24.501479,25.439335,1,108.347997,24.887790,26.089980
2,106,4.69946e+20,91.546234,53.717891,53.728143,1,75.612510,39.792134,41.185168,1,85.659549,48.328638,48.499684
2,107,3.95123e+20,88.701027,27.528328,27.547471,1,73.199809,20.026673,21.044889,1,83.577453,24.741776,24.946578
2,108,1.46741e+19,149.496502,37.658811,73.511691,1,76.307298,16.472231,17.056490,0,0,0,0
2,109,1.03707e+19,109.272841,13.017175,13.655927,1,110.116064,12.905908,13.603667,0,0,0,0
2,110,3.91803e+20,81.437346,27.257075,27.658224,1,74.899822,23.891055,24.908466,1,85.069856,28.918881,29.081994
2,111,2.6025e+20,83.939094,36.060088,36.321849,1,84.430225,36.373891,36.600885,1,81.175344,34.495524,34.993419
2,112,7.48054e+20,82.985647,32.438887,32.735168,1,83.389640,32.413720,32.679458,1,80.707085,30.929636,31.408971
2,113,1.63577e+20,104.818953,58.237240,60.087822,1,98.122009,53.277428,53.736594,0,0,0,0
2,114,5.67649e+20,88.411699,16.725467,16.748963,1,84.508734,15.594992,15.713219,1,87.774799,16.490785,16.525063
2,115,3.65805e+20,67.946456,47.265724,51.169805,1,66.774072,45.986838,50.225369,1,67.960016,47.468805,51.383850
2,116,9.87658e+20,29.003790,32.717002,68.364417,1,29.562791,33.865114,69.507880,0,0,0,0
2,117,8.92297e+20,100.733430,23.152385,23.492073,1,85.027734,17.716242,17.822535,0,0,0,0
2,118,1.74802e+19,99.874158,21.507543,21.763153,1,100.610937,21.718045,22.022591,1,100.065849,21.498721,21.765617
