Seed,ID,Energy,Angle(deg),Impact(km),Ground(km),Triggered,Angle(deg),Impact(km),Ground(km),Cherenkov,Angle(deg),Impact(km),Ground(km)
4,1,7.77566e+20,118.919934,44.430969,50.020386,1,13.774574,3.542988,20.213930,0,0,0,0
4,2,3.9709e+20,120.624185,48.911268,56.554952,1,86.367806,31.686864,31.784956,1,126.112776,50.915616,62.675052
4,3,6.35235e+19,143.224084,58.582568,97.257521,1,84.131856,30.240853,30.449009,0,0,0,0
4,4,7.84723e+20,97.873430,33.762879,34.025697,1,84.059995,26.984008,27.179387,1,102.731898,35.645252,36.446370
4,5,2.90393e+19,67.032550,21.749181,23.794823,1,66.747564,21.620995,23.707864,1,67.308809,22.059981,24.081488
4,6,6.0027e+20,84.942619,8.500958,8.582384,1,82.925292,8.209069,8.335838,1,85.195597,8.577975,8.654536
4,7,3.13582e+20,86.322185,23.619422,23.697277,1,85.761036,23.223181,23.319988,1,85.813319,23.276438,23.371448
4,8,7.4547e+20,87.973472,47.011139,47.056453,1,81.354930,41.793777,42.336926,1,93.001092,50.937426,50.987939
4,9,3.9881e+19,142.678575,40.283625,65.901447,1,75.486279,17.891873,18.593437,0,0,0,0
4,10,3.79595e+19,102.292914,44.263177,45.212192,1,81.051000,31.011135,31.462226,1,96.952461,40.354179,40.604057
4,11,1.50394e+20,55.997146,19.004139,23.197199,1,55.688170,18.833110,23.077339,1,57.625070,20.096070,24.051600
4,12,1.60473e+20,80.247947,42.132356,42.829693,1,81.751570,43.344354,43.864850,1,79.340214,41.534505,42.350800
4,13,1.83077e+20,110.106874,42.684763,45.277491,1,118.481400,46.272687,52.380181,0,0,0,0
4,14,1.07151e+20,116.837997,30.856676,34.381422,1,93.056838,23.024227,23.039139,1,119.480826,31.286789,35.716333
4,15,2.96194e+19,95.078119,31.961652,32.054261,1,96.014205,31.963913,32.100834,0,0,0,0
4,16,3.0673e+20,123.603413,36.646141,43.734690,1,107.780532,31.348971,32.795591,1,131.106547,38.617911,50.904443
4,17,1.34578e+19,149.248582,19.451396,37.342139,1,116.859274,15.738727,17.435551,0,0,0,0
4,18,9.81782e+19,32.292130,19.724468,37.767272,1,31.605767,18.972354,37.066014,0,0,0,0
4,19,5.08265e+19,97.482265,37.468342,37.712838,1,89.996645,33.480806,33.486637,0,0,0,0
4,20,1.39932e+20,112.992829,38.748624,41.911853,1,107.477534,36.464874,38.096367,1,113.610914,38.819157,42.179377
4,21,7.70178e+20,108.181641,50.887223,53.431548,1,83.891853,35.512026,35.759832,1,117.410164,56.032034,62.911885
4,22,7.48845e+20,92.388595,58.310918,58.344823,1,69.779413,37.815593,40.464888,1,97.491001,62.729479,63.212760
4,23,8.82121e+19,91.168398,51.359412,51.363477,1,69.575688,33.637801,36.045965,1,171.376301,94.799566,629.586574
4,24,4.7761e+20,89.717513,21.301999,21.307985,1,89.647903,21.268896,21.275517,1,91.432420,21.853933,21.854423
4,25,1.715e+20,99.543859,41.655834,42.173700,1,91.593564,36.648345,36.653434,0,0,0,0
