Seed,ID,Energy,Angle(deg),Impact(km),Ground(km),Triggered,Angle(deg),Impact(km),Ground(km),Cherenkov,Angle(deg),Impact(km),Ground(km)
3,1,1.13691e+20,149.761239,51.602912,101.773096,1,51.895713,11.450579,14.874761,0,0,0,0
3,2,5.08534e+18,109.369094,17.289968,18.115052,1,102.901306,16.186666,16.473394,0,0,0,0
3,3,2.11486e+20,87.075470,35.393505,35.462353,1,84.066241,33.412227,33.636165,1,87.957587,35.722203,35.761414
3,4,2.17661e+19,101.628165,33.606423,34.229340,1,89.607024,28.177137,28.183521,1,106.162189,35.509207,36.854775
3,5,3.07118e+18,102.209303,14.113243,14.353415,1,110.362544,15.407179,16.280733,0,0,0,0
3,6,3.34007e+19,143.203911,51.251795,85.005475,1,70.371858,19.879899,21.260290,0,0,0,0
3,7,1.34776e+20,158.016798,54.503303,144.506399,1,30.838860,4.728661,9.973334,0,0,0,0
3,8,5.12445e+20,175.541495,39.399026,501.597351,1,2.506525,0.024633,9.873314,0,0,0,0
3,9,1.45368e+19,104.944240,33.414537,34.479820,1,84.413071,24.543934,24.703454,1,100.745637,31.531774,32.021147
3,10,2.48501e+18,133.251527,10.438204,13.574454,1,11.348438,1.209388,10.296730,0,0,0,0
3,11,3.44162e+20,97.529642,55.620199,56.052524,1,75.991552,37.967365,39.232964,1,103.458328,59.942886,61.540997
3,12,6.94516e+20,24.397490,46.613910,113.733615,1,26.027579,51.117129,117.313693,0,0,0,0
3,13,2.1199e+20,91.676334,22.399882,22.401118,1,98.515668,24.512777,24.726807,0,0,0,0
3,14,8.8629e+20,76.514762,22.916860,23.675299,1,80.493865,24.646139,25.066115,1,74.290734,22.000466,22.980911
3,15,6.18834e+19,100.638776,52.750546,53.589946,1,52.723135,18.887732,24.084423,0,0,0,0
3,16,1.13468e+20,38.561452,22.539111,36.668072,1,38.645869,22.581887,36.668334,1,169.781010,141.470902,795.173070
3,17,6.04138e+18,81.006062,14.887198,15.141547,1,82.722232,15.285741,15.466498,1,78.501006,14.238332,14.617354
3,18,5.58222e+19,120.716797,54.511321,63.165780,1,52.910194,15.374409,19.586687,1,161.501021,68.314625,214.087692
3,19,7.54683e+20,128.448353,58.203584,73.874116,1,93.461610,39.458388,39.500612,0,0,0,0
3,20,3.70037e+19,95.084673,39.677121,39.800213,1,77.139559,28.820738,29.656568,1,98.317342,41.287328,41.669507
3,21,7.62927e+20,98.942995,50.080035,50.626004,1,96.062367,47.651274,47.872788,0,0,0,0
3,22,4.28552e+19,58.153791,30.606487,36.413788,1,55.069778,27.851876,34.397785,0,0,0,0
3,23,2.36116e+20,65.213247,30.867709,34.264364,1,62.739291,28.990293,32.906016,1,70.497576,34.751961,37.069816
