Seed,ID,Energy,Angle(deg),Impact(km),Ground(km),Triggered,Angle(deg),Impact(km),Ground(km),Cherenkov,Angle(deg),Impact(km),Ground(km)
8,1,2.48806e+19,87.484891,30.367357,30.408229,1,43.227605,8.730975,13.005214,1,84.010446,27.846385,28.025426
8,2,1.24865e+20,81.555424,15.335218,15.534545,1,82.958451,15.696165,15.841643,1,83.417150,15.846087,15.975793
8,3,3.65431e+20,147.657844,38.838731,72.283312,1,83.344971,19.554963,19.712000,1,156.011700,39.621478,97.008011
8,4,1.39389e+19,136.653014,33.959820,49.259918,1,70.651277,14.127551,15.045755,0,0,0,0
8,5,6.39907e+19,114.356715,16.410801,17.916943,1,111.587465,15.963240,17.082707,1,116.202946,16.602280,18.398021
8,6,3.97959e+20,106.010149,36.261235,37.663721,1,75.307152,21.543290,22.328532,1,105.490742,35.416255,36.692801
8,7,3.34071e+19,107.327661,19.785337,20.660709,1,106.880722,19.705287,20.529193,1,108.565852,20.006880,21.034913
8,8,8.98266e+20,118.151500,8.126441,9.099813,1,119.026529,8.202185,9.258838,1,115.537924,7.858883,8.605740
8,9,3.64529e+20,104.856949,17.773408,18.149087,1,24.326616,5.829556,15.930904,0,0,0,0
8,10,1.44576e+19,90.103276,27.277988,27.278405,1,89.809221,27.113633,27.115187,1,114.814877,37.203938,40.896475
8,11,1.07596e+20,139.435657,36.038599,55.152743,1,87.069643,20.594341,20.634214,1,141.379000,36.216297,57.738989
8,12,1.17711e+20,106.900007,31.969191,33.348874,1,79.424633,20.754496,21.153404,1,115.897387,34.728846,38.504241
8,13,3.87864e+20,58.706410,27.169553,31.964565,1,57.769721,26.495727,31.497453,1,53.871627,24.007407,29.926139
8,14,6.12933e+19,123.291839,20.951787,24.831737,1,112.029758,19.564876,20.962049,0,0,0,0
8,15,8.38993e+19,125.813695,13.636117,16.664552,1,113.515188,12.242628,13.261267,1,124.796311,13.390550,16.161097
8,16,1.35901e+20,87.865542,33.981656,34.013388,1,82.837368,30.786728,31.054937,1,94.652769,37.351920,37.459507
8,17,1.21115e+20,107.687452,30.670741,32.126848,1,96.245745,26.547948,26.684498,1,121.274084,35.009116,40.835108
8,18,1.94032e+20,90.810738,17.064558,17.064608,1,90.549541,16.940149,16.940191,1,95.188319,18.125943,18.183448
8,19,6.18085e+19,80.148218,30.439676,30.961060,1,33.365856,11.736692,21.908827,0,0,0,0
8,20,4.62635e+18,91.234369,7.493938,7.494040,1,88.670034,7.114239,7.123639,1,89.661710,7.232594,7.236686
8,21,7.67722e+20,68.828746,36.230856,38.932112,1,67.389891,34.993177,37.991354,1,72.199595,39.026232,41.053898
8,22,6.13064e+20,96.364844,38.629487,38.847134,1,95.909890,38.226079,38.410022,1,96.022253,38.267762,38.459413
8,23,1.46194e+19,130.088622,14.093905,18.254596,1,107.803467,11.504455,12.020410,1,129.436181,13.836451,17.751427
8,24,1.5265e+20,103.084479,22.383664,22.915154,1,42.298791,4.905182,7.674615,1,92.262777,19.523600,19.528268
8,25,7.28566e+20,147.061319,26.888123,49.131062,1,94.141422,16.624651,16.654470,1,152.903435,27.277245,59.480984
8,26,9.375e+19,85.463552,25.515958,25.615619,1,93.121575,28.650567,28.681437,0,0,0,0
8,27,1.23833e+19,88.445264,20.094340,20.115896,1,85.248198,19.290342,19.392687,0,0,0,0
8,28,1.26271e+19,86.480211,17.852885,17.900065,1,83.592132,16.800127,16.929421,1,86.295946,17.620799,17.671786
8,29,1.6913e+19,98.327749,33.164712,33.489278,1,79.189829,24.011150,24.484210,1,109.765271,38.215111,40.535637
8,30,3.70899e+19,90.996467,30.901174,30.902751,1,97.011453,33.536264,33.762048,0,0,0,0
