Seed,ID,Energy,Angle(deg),Impact(km),Ground(km),Triggered,Angle(deg),Impact(km),Ground(km),Cherenkov,Angle(deg),Impact(km),Ground(km)
10,1,3.96794e+20,169.494460,31.205865,170.042470,1,12.845919,0.577004,3.502306,0,0,0,0
10,2,1.37164e+19,69.896034,11.126720,11.923638,1,67.018485,10.201442,11.167647,0,0,0,0
10,3,4.60583e+19,97.778133,23.492737,23.684151,1,97.300592,23.350420,23.516249,1,102.697227,25.003533,25.585593
10,4,1.97465e+18,85.373827,9.125423,9.173804,1,85.433638,9.127404,9.174809,1,86.767125,9.342501,9.370967
10,5,5.178e+19,85.118394,29.643830,29.770184,1,81.635761,27.537628,27.864905,0,0,0,0
10,6,6.93285e+19,155.929630,12.327024,28.897041,1,178.512326,0.275807,11.909010,0,0,0,0
10,7,1.75883e+18,98.883566,5.662405,5.701389,1,101.662660,5.862957,5.945778,1,96.170460,5.443031,5.455629
10,8,1.30891e+19,131.296798,5.952027,7.749179,1,127.852733,5.800167,7.193129,1,131.244451,5.807824,7.551435
10,9,8.56685e+20,48.396899,31.097521,41.810191,1,50.794595,33.533395,43.479908,0,0,0,0
10,10,1.54005e+19,86.369518,36.484261,36.594791,1,42.068313,19.893895,30.290688,0,0,0,0
10,11,2.08265e+19,112.114186,32.047981,34.482008,1,107.306693,30.399242,31.756437,0,0,0,0
10,12,6.41764e+20,88.166633,10.441684,10.456204,1,80.519634,8.952059,9.114832,1,85.445748,9.830588,9.881389
10,13,2.94936e+19,86.624536,29.654000,29.719111,1,69.458607,20.604509,22.085598,1,85.975075,28.883083,28.970518
10,14,6.46398e+20,93.146152,36.809216,36.854328,1,56.126938,15.566130,18.883515,0,0,0,0
10,15,1.29529e+19,118.102361,24.022874,27.122163,1,99.123044,19.349638,19.564956,1,126.140320,25.458815,31.372395
10,16,8.084e+19,123.607485,34.851376,41.686249,1,89.988878,24.133641,24.134886,0,0,0,0
10,17,1.55602e+19,76.105197,15.969678,16.506956,1,79.119938,16.891879,17.244731,1,70.875857,14.419881,15.339986
10,18,1.76039e+20,97.580609,37.442408,37.746016,1,85.559909,31.134683,31.244856,1,102.479023,39.965730,40.888263
10,19,2.91226e+19,93.657401,24.041169,24.078279,1,78.487529,18.071563,18.484423,0,0,0,0
10,20,1.82556e+18,94.057648,3.759669,3.759721,1,87.369710,3.390083,3.413926,1,93.229011,3.699390,3.699590
10,21,1.86919e+19,67.525414,4.154227,4.610708,1,69.011096,4.241513,4.644192,0,0,0,0
10,22,2.28192e+19,84.144262,22.867922,23.009269,1,82.695345,22.304729,22.513775,1,91.082444,25.568920,25.570485
10,23,2.27911e+19,91.072566,21.838140,21.839118,1,88.772402,21.059666,21.069803,1,90.086529,21.495524,21.496194
10,24,3.43023e+19,70.374624,21.573393,22.981297,1,67.033992,19.919402,21.725960,1,77.456989,24.885883,25.542865
10,25,5.40894e+20,88.831082,29.300566,29.311430,1,88.495815,29.175434,29.191429,1,93.727911,31.588595,31.643174
10,26,3.96498e+19,84.805987,32.805688,32.961750,1,88.792089,34.891336,34.904433,1,74.417356,26.921827,28.011444
10,27,3.32831e+19,165.167842,39.082949,151.875133,1,15.157902,1.030136,4.725051,0,0,0,0
10,28,1.20073e+20,60.756423,30.914785,35.559771,1,60.746683,30.933596,35.584716,1,66.286544,35.459212,38.830787
10,29,3.56693e+20,141.349671,28.990518,46.062901,1,102.261168,21.059712,21.491702,0,0,0,0
10,30,3.81747e+18,83.692358,11.557176,11.651393,1,80.576379,10.656786,10.837614,0,0,0,0
10,31,2.20268e+20,36.365389,37.751007,64.013304,1,35.367454,35.688331,62.013103,0,0,0,0
10,32,5.35131e+20,113.863250,12.108741,13.084579,1,107.523258,11.445808,11.841511,1,112.480424,11.961079,12.728474
10,33,3.12811e+20,62.176394,32.159799,36.522431,1,49.243602,21.355452,28.448270,1,65.663694,35.002940,38.551194
10,34,9.25694e+19,39.162955,33.387557,53.117362,1,36.658824,29.409149,49.530415,0,0,0,0
10,35,7.98185e+19,94.890959,36.677240,36.793292,1,88.837189,33.491478,33.503500,1,98.763282,38.743157,39.167839
10,36,4.54267e+19,116.056655,25.329141,28.058825,1,113.477520,24.728380,26.839805,1,106.997192,23.094843,24.065568
10,37,6.99605e+20,136.052203,30.110578,42.968335,1,66.456882,15.413438,16.987840,0,0,0,0
10,38,7.51157e+20,130.030026,38.616673,50.167869,1,96.094153,27.931459,28.058206,0,0,0,0
10,39,3.2854e+19,62.754584,30.751014,34.983733,1,33.996518,23.454029,43.073323,0,0,0,0
10,40,1.00181e+20,89.362714,8.274603,8.282074,1,77.027893,6.878555,7.123737,0,0,0,0
10,41,4.06671e+20,166.765151,39.948894,173.624913,1,50.213813,7.699143,10.191161,0,0,0,0
10,42,3.39719e+20,35.357518,19.212348,33.512502,1,35.735350,19.563960,33.805234,1,28.131312,13.818555,29.721987
10,43,3.83582e+19,81.869920,26.855181,27.157672,1,76.403822,23.938792,24.679039,1,88.985385,30.027364,30.036366
10,44,9.95071e+20,128.407287,15.066524,19.068995,1,128.521991,15.100011,19.141738,1,126.937525,14.808253,18.377014
10,45,9.17802e+20,114.898851,6.247311,6.789284,1,75.778061,4.116020,4.376823,1,99.921678,6.363659,6.399371
10,46,1.53496e+19,59.999980,13.566158,15.781593,1,59.458021,13.330135,15.596824,1,60.794146,13.906853,16.045341
10,47,2.149e+20,100.303900,32.175606,32.649698,1,95.133443,29.941767,30.036950,1,98.298514,31.194932,31.482782
10,48,1.38035e+20,79.572346,37.896240,38.572373,1,79.666062,37.944031,38.609021,1,100.279176,52.544425,53.363391
10,49,2.58597e+20,85.956768,38.006231,38.115725,1,80.074678,34.036088,34.588821,1,167.042381,73.362940,326.307431
10,50,3.15137e+20,64.585856,35.389792,39.298253,1,62.510867,33.560754,37.959821,1,67.535516,37.878118,41.090098
10,51,9.20507e+19,167.888375,19.956170,94.042630,1,23.427710,1.200434,3.555451,0,0,0,0
10,52,1.24863e+20,43.155415,33.591691,49.333246,1,43.069279,33.310937,49.001539,1,41.510311,31.503997,47.768979
10,53,5.37709e+19,133.309882,30.996086,42.140757,1,80.466491,19.410420,19.770966,0,0,0,0
10,54,1.20398e+20,141.220887,35.946605,57.141801,1,78.551900,17.100966,17.490252,1,139.441859,35.050307,53.669274
10,55,5.69641e+20,15.069357,38.839197,150.246251,1,20.557466,58.340356,166.753899,0,0,0,0
10,56,1.57762e+19,83.983551,16.729928,16.848465,1,88.753372,18.052978,18.063729,0,0,0,0
10,57,6.91983e+18,73.005466,9.847848,10.368484,1,68.047589,8.850097,9.635096,0,0,0,0
10,58,3.44015e+20,17.960774,28.616921,93.504489,1,17.718212,28.099184,93.042303,0,0,0,0
10,59,2.57786e+19,90.698355,23.737328,23.737425,1,94.928558,25.185371,25.260736,0,0,0,0
10,60,2.85552e+20,48.208544,11.179950,15.193037,1,47.639291,10.978419,15.059354,1,52.016200,12.717866,16.308651
10,61,7.17189e+20,81.222661,36.696469,37.162839,1,81.557140,36.733487,37.166255,1,83.461778,38.038830,38.311367
10,62,8.11864e+20,115.227186,32.425949,35.736612,1,109.125264,30.323428,32.015810,1,123.191319,34.587765,41.180877
10,63,4.61067e+20,153.405824,25.255087,56.013394,1,118.936239,20.400225,23.200003,1,155.122576,25.158832,59.372024
10,64,8.63407e+20,120.210495,37.618548,43.322383,1,111.959373,34.727945,37.302660,1,117.935902,36.514824,41.143697
10,65,5.96194e+20,102.751941,30.523485,31.247509,1,100.236258,29.559096,29.999166,1,103.533223,30.762161,31.589712
10,66,7.75232e+19,81.770069,26.842556,27.164425,1,82.064242,26.989628,27.291613,1,70.648669,21.897425,23.309963
10,67,8.58118e+19,82.910139,18.409913,18.587733,1,85.172078,19.122110,19.215203,0,0,0,0
10,68,9.40938e+19,116.765067,38.452910,42.965246,1,100.493348,31.855938,32.360818,1,132.070556,43.448031,58.347273
10,69,2.35468e+20,82.431896,39.840557,40.217727,1,70.292574,30.495396,32.464996,0,0,0,0
10,70,6.09072e+18,127.256095,23.423917,29.244606,1,116.282752,21.530414,23.893477,0,0,0,0
10,71,2.92476e+20,161.801983,34.811773,110.852920,1,39.588316,4.791408,7.766014,0,0,0,0
10,72,1.18734e+20,46.759173,34.653275,47.763208,1,23.057440,9.305857,24.243828,0,0,0,0
10,73,5.26928e+20,101.298882,20.205079,20.564786,1,101.373465,20.251213,20.616944,1,103.764523,20.809113,21.375519
10,74,6.96869e+19,120.219074,36.771327,42.437438,1,104.718108,31.124617,32.128331,1,135.706244,41.213239,58.810409
10,75,6.36882e+19,145.068400,19.469136,33.497303,1,68.543983,9.094360,9.918003,0,0,0,0
10,76,1.19175e+19,88.203898,16.421261,16.436894,1,86.370710,15.958152,16.004282,1,87.616446,16.291458,16.315206
10,77,2.97603e+19,14.077248,4.224306,18.351217,1,147.839324,1.214516,1.869543,0,0,0,0
10,78,2.19505e+19,53.457441,12.671811,15.947558,1,53.222779,12.594348,15.900464,1,52.435319,12.450041,15.888197
10,79,2.35324e+18,122.109262,10.462417,12.200218,1,64.762396,4.501363,5.097359,0,0,0,0
10,80,5.90542e+20,66.435594,39.097194,42.744413,1,68.251689,40.597363,43.791124,1,76.478400,48.480604,49.912637
10,81,2.83977e+20,116.447395,10.604159,11.742615,1,110.518758,9.955440,10.554452,1,117.455738,10.567122,11.802757
10,82,4.6937e+20,88.770258,5.011414,5.022108,1,90.739396,5.168756,5.171014,1,86.786920,4.880439,4.905355
10,83,1.87432e+19,48.000259,19.015551,25.810612,1,48.121337,19.153022,25.945971,0,0,0,0
10,84,7.54762e+20,78.727982,36.446928,37.207474,1,85.519183,40.855807,40.998512,0,0,0,0
10,85,2.77878e+19,117.516264,37.796138,42.512949,1,91.335466,26.670101,26.673425,1,164.209040,48.092863,176.019308
10,86,2.90761e+20,92.016122,37.821187,37.838058,1,83.332003,32.186278,32.429651,0,0,0,0
10,87,6.85623e+19,91.244041,29.480519,29.483804,1,88.323532,27.818221,27.836707,1,90.101597,28.630972,28.631361
10,88,8.14451e+19,136.926777,35.619291,51.934222,1,83.179020,18.941890,19.102905,0,0,0,0
10,89,4.64291e+19,100.867671,12.051200,12.221591,1,97.604138,11.549240,11.618313,1,98.553178,11.653744,11.746747
10,90,4.69229e+19,95.229799,23.046011,23.124886,1,87.274888,20.104500,20.137789,1,97.600981,23.523464,23.706112
10,91,5.59678e+19,87.624047,37.637658,37.680678,1,87.676197,37.567035,37.608341,0,0,0,0
10,92,2.44814e+20,86.219819,30.936473,31.017796,1,76.027220,25.175383,25.993587,1,81.013853,27.802844,28.180689
