Seed,ID,Energy,Angle(deg),Impact(km),Ground(km),Triggered,Angle(deg),Impact(km),Ground(km),Cherenkov,Angle(deg),Impact(km),Ground(km)
11,1,8.43004e+19,71.773878,24.861729,26.241651,1,70.720964,23.990960,25.487094,1,64.771673,20.901723,23.200842
11,2,3.53075e+19,158.174026,37.514973,100.404827,1,37.412498,4.771279,8.117258,0,0,0,0
11,3,2.05366e+20,108.654505,31.432746,33.102036,1,104.519134,29.996701,30.930046,1,119.496779,34.918481,39.994564
11,4,1.31629e+19,96.315217,7.675689,7.701879,1,100.139184,8.069580,8.162229,1,95.558718,7.577112,7.595142
11,5,7.38899e+20,102.207346,31.053787,31.663831,1,86.116479,27.246429,27.350166,0,0,0,0
11,6,2.32952e+20,31.460858,28.361386,54.727587,1,29.391487,24.852007,51.055434,0,0,0,0
11,7,9.38903e+19,57.539187,20.709699,24.673061,1,58.534063,21.050232,24.802935,0,0,0,0
11,8,2.55984e+20,56.549470,35.420149,42.603532,1,20.460207,4.982844,14.858468,0,0,0,0
11,9,2.07219e+20,103.015837,24.578108,25.168628,1,91.656003,20.939746,20.942697,1,104.375839,24.772725,25.509709
11,10,8.56094e+19,80.923040,29.815609,30.227240,1,64.817683,20.395706,22.635178,1,77.974628,27.626813,28.291148
11,11,1.00603e+20,108.838279,14.283039,15.005767,1,106.058563,13.942982,14.437210,0,0,0,0
11,12,7.98878e+19,107.164306,14.173135,14.770958,1,106.233382,14.041647,14.565586,1,105.877871,13.929904,14.424731
11,13,3.89599e+19,86.107965,27.611927,27.690084,1,85.632731,27.368171,27.463871,1,94.494771,31.461971,31.543944
11,14,8.95587e+19,103.461463,36.223809,37.191548,1,101.743119,35.468360,36.178476,1,107.229927,37.806067,39.510161
11,15,1.67871e+20,74.669267,32.039888,33.281526,1,69.888068,28.591195,30.526956,1,134.275560,67.313720,93.806348
11,16,4.74971e+19,120.581295,27.141602,31.406097,1,74.128632,13.723556,14.327238,1,157.346247,32.885275,84.889381
11,17,3.45866e+18,104.139818,13.659624,14.036559,1,98.599222,12.470214,12.582847,1,104.195234,13.390691,13.762442
11,18,7.72251e+18,84.676226,4.135583,4.178186,1,80.108515,3.744996,3.843836,1,84.887855,4.114238,4.154748
11,19,1.93051e+19,68.537042,14.981679,16.181559,1,71.995992,16.078409,16.975404,0,0,0,0
11,20,4.2243e+20,137.643084,39.732367,58.704059,1,96.874009,26.622147,26.786574,0,0,0,0
11,21,1.53879e+19,121.611325,36.415850,42.629879,1,108.486407,31.608302,33.257570,1,129.472429,38.380080,49.544732
11,22,2.94638e+20,56.886729,29.491420,35.346471,1,53.647265,26.295213,32.803348,1,60.278742,32.108768,37.092143
11,23,9.56103e+19,130.082674,26.922570,34.993874,1,116.766685,24.245222,27.039441,1,133.573647,27.401610,37.602995
11,24,1.62808e+20,91.758725,35.910626,35.921856,1,88.374789,34.052258,34.072374,1,146.549221,59.496762,107.627235
11,25,8.73693e+20,24.946773,16.711381,40.079416,1,25.357720,17.102910,40.384558,0,0,0,0
11,26,4.01762e+19,90.354301,37.206388,37.206400,1,82.588571,32.165886,32.463568,1,89.550386,36.298024,36.301267
11,27,3.78441e+20,112.581410,13.506494,14.546060,1,113.921792,13.636281,14.830255,1,111.500156,13.231731,14.143849
11,28,5.70766e+19,92.817215,27.496583,27.520727,1,78.634786,21.037485,21.499452,0,0,0,0
11,29,2.27647e+19,98.861539,39.904701,40.355617,1,78.439015,27.983092,28.604825,0,0,0,0
11,30,7.20692e+19,134.608859,9.990651,13.781832,1,129.855690,9.696755,12.419805,1,136.488465,9.879468,14.081056
11,31,4.04867e+18,104.416984,3.788846,3.845410,1,106.833108,3.897841,3.991103,0,0,0,0
11,32,9.6046e+20,112.157006,14.811235,15.787547,1,103.100403,13.664415,13.919648,0,0,0,0
11,33,3.0851e+19,158.048159,30.401675,80.714769,1,31.639857,3.271178,6.639794,0,0,0,0
11,34,2.37393e+19,88.895381,9.272630,9.280769,1,77.224260,7.292256,7.527788,1,84.960943,8.500360,8.554377
11,35,5.2546e+18,118.032387,13.015063,14.625185,1,120.797712,13.333558,15.388253,1,115.756445,12.666763,13.955831
11,36,8.47317e+19,135.710724,36.040418,51.376310,1,20.439160,1.445782,4.759071,1,132.690819,34.613460,46.881314
11,37,6.6884e+20,30.748001,36.559588,72.194319,1,29.543922,33.874573,69.397439,0,0,0,0
11,38,1.34784e+19,89.236377,25.383839,25.390571,1,94.487149,27.349669,27.415545,0,0,0,0
11,39,1.39872e+20,80.020628,22.187579,22.564508,1,78.447845,21.417550,21.902174,1,74.871569,20.005570,20.778823
11,40,2.52913e+20,58.126995,23.086976,27.313568,1,55.788061,21.145916,25.709840,1,50.931369,18.226551,23.642187
11,41,5.75628e+20,84.830146,34.330278,34.489256,1,64.511157,21.661751,24.093981,0,0,0,0
11,42,4.08537e+20,87.273644,35.250036,35.304136,1,83.869549,33.274094,33.496043,1,96.783164,40.358943,40.611750
11,43,9.67458e+19,101.790401,29.793128,30.392840,1,103.448008,30.278860,31.083786,1,98.763452,28.480985,28.786319
11,44,1.2985e+20,157.066904,12.498362,31.510782,1,59.793609,4.180471,4.982183,0,0,0,0
11,45,2.59432e+20,91.287502,21.093604,21.095166,1,86.787190,19.553781,19.597951,1,92.607286,21.409019,21.422419
11,46,7.51339e+19,73.076534,37.412862,39.167866,1,69.047449,34.148556,36.643717,1,128.504158,79.872465,101.906011
11,47,2.99679e+19,133.829687,30.355771,41.863804,1,102.404287,22.574388,23.065672,1,128.024702,28.950659,36.576438
11,48,2.60299e+19,102.417857,39.495937,40.398522,1,76.109432,25.064835,25.870147,1,96.709010,35.974576,36.199644
11,49,5.00111e+19,92.946437,28.431750,28.459758,1,92.318998,28.136295,28.151940,1,98.069624,30.512564,30.789897
11,50,3.15886e+19,93.635407,26.018221,26.058432,1,95.734244,26.663454,26.777706,1,87.787029,23.651454,23.677936
11,51,5.15958e+19,69.414887,8.989173,9.684115,1,67.075339,8.503363,9.324506,1,72.739117,9.689430,10.214358
11,52,1.25516e+20,72.958783,35.265365,36.946752,1,62.630557,27.135843,30.660626,1,71.932521,34.068418,35.901286
11,53,1.51669e+19,91.930043,24.908649,24.916849,1,91.083801,24.604044,24.605475,1,93.672921,25.564686,25.605243
11,54,2.2123e+20,37.481044,24.815329,41.087245,1,36.791105,23.950395,40.303689,0,0,0,0
11,55,8.85188e+20,52.003818,34.555860,44.228036,1,50.019042,33.305647,43.872569,0,0,0,0
11,56,1.74387e+20,159.571898,27.290197,77.393070,1,60.264263,8.631923,10.114220,0,0,0,0
11,57,2.38098e+20,78.526049,39.593830,40.442690,1,77.921259,38.794519,39.716504,1,71.504766,33.984496,35.903415
11,58,2.88239e+20,118.254956,11.229793,12.634056,1,112.532177,10.587123,11.374158,1,120.459739,11.294967,12.977666
11,59,1.99775e+18,97.869779,6.188855,6.222998,1,96.287696,6.026114,6.043663,1,98.986365,6.222592,6.271165
11,60,9.9791e+20,77.689748,27.863050,28.563258,1,72.887011,24.773393,25.983553,1,78.111301,27.688569,28.338463
11,61,5.27662e+19,61.589352,37.500204,42.782995,1,45.849586,22.175361,31.167988,0,0,0,0
11,62,2.94845e+19,74.843183,18.144608,18.853974,1,75.085247,18.053018,18.736961,1,70.273315,16.345707,17.437903
11,63,2.9311e+20,77.133340,13.177063,13.563799,1,76.438284,12.907045,13.327187,1,74.086357,12.362106,12.913557
11,64,1.33086e+19,158.407749,21.985556,59.236853,1,43.481532,3.913932,5.902831,0,0,0,0
11,65,1.48658e+18,153.057006,14.032401,30.556188,1,15.370549,0.664461,3.278272,0,0,0,0
11,66,1.77063e+19,166.393732,34.602700,146.120947,1,4.556865,0.204693,5.537838,0,0,0,0
11,67,1.75572e+19,95.075763,9.914725,9.938005,1,95.394333,9.968351,9.995809,1,96.323071,10.076778,10.118267
11,68,3.37593e+19,91.752561,35.920918,35.932164,1,74.907077,25.930736,26.911874,1,134.148718,55.827080,77.610122
11,69,2.90502e+20,155.648038,37.997599,91.332556,1,31.060326,4.356849,9.052272,0,0,0,0
11,70,6.40062e+19,85.797391,33.499400,33.605019,1,79.429350,29.412127,29.957896,1,75.650971,27.317959,28.249511
11,71,3.93736e+19,95.588736,20.010783,20.081176,1,99.029547,20.986253,21.207312,0,0,0,0
11,72,3.87567e+20,66.615708,25.306234,27.712540,1,66.457089,25.322149,27.764416,0,0,0,0
11,73,1.13596e+20,60.585620,29.611052,34.124553,1,59.269011,28.598568,33.409104,1,71.757136,38.346631,40.453042
11,74,9.35642e+19,101.644399,35.606399,36.287985,1,88.914358,29.510320,29.523631,1,109.521525,38.728258,40.975609
11,75,5.11644e+20,83.062080,36.428072,36.723025,1,85.359005,37.566015,37.707254,0,0,0,0
11,76,2.15577e+20,87.331761,22.166298,22.200588,1,86.957902,21.913264,21.955739,1,83.745901,20.771712,20.918971
11,77,7.45621e+18,103.570452,21.384999,21.949945,1,78.253572,13.953472,14.296655,1,99.487294,19.873991,20.115938
11,78,2.08365e+20,93.177503,4.587645,4.587967,1,94.270862,4.660388,4.662721,1,93.119158,4.577092,4.577356
11,79,9.25979e+20,122.509930,19.214183,22.652526,1,127.789734,19.975660,25.116286,1,117.154587,18.198393,20.346793
11,80,4.15534e+20,158.220733,24.680976,66.019250,1,46.374347,4.599534,6.547969,0,0,0,0
11,81,8.84192e+20,96.671411,9.165714,9.205929,1,98.563429,9.408908,9.485533,1,97.383337,9.238894,9.291171
11,82,2.84976e+20,94.152035,17.520604,17.541172,1,92.366469,17.113864,17.116290,0,0,0,0
11,83,1.06321e+20,126.049346,39.639882,48.871527,1,80.945812,22.004130,22.317187,1,171.736348,47.024609,325.691317
11,84,1.15258e+20,79.109729,39.269293,40.031506,1,57.046845,23.582605,28.244208,0,0,0,0
11,85,9.83685e+19,137.713836,37.251989,55.106595,1,96.016313,24.790824,24.904353,1,140.399875,37.583284,58.676020
11,86,8.69185e+19,89.842949,20.297423,20.299085,1,92.435493,21.018053,21.029368,1,89.672283,20.149264,20.151793
11,87,2.12662e+19,84.163228,29.262182,29.435819,1,86.062116,30.097152,30.182819,1,87.667589,30.926651,30.961093
11,88,2.42045e+19,86.029366,32.458147,32.550762,1,74.945371,26.144472,27.128281,1,82.255464,30.239162,30.545411
11,89,1.68109e+20,86.784122,34.934914,35.002509,1,86.443075,34.767770,34.848631,1,96.031845,40.232121,40.434351
11,90,1.78923e+20,67.852020,17.027451,18.488845,1,68.960240,17.455861,18.801874,1,63.048724,15.396550,17.403095
11,91,3.60183e+19,74.839303,34.700882,36.019643,1,70.039798,31.253410,33.340852,1,84.385112,41.231570,41.455216
11,92,2.79528e+19,89.288550,19.855954,19.861068,1,89.460554,19.894388,19.898237,1,92.240879,20.743838,20.752732
11,93,4.29659e+20,116.365846,24.104407,26.804479,1,82.132326,14.622208,14.790170,0,0,0,0
11,94,1.93487e+19,140.394981,28.970337,44.676889,1,34.958923,6.930584,12.987645,0,0,0,0
11,95,2.62834e+19,87.834539,32.583591,32.617576,1,84.762153,30.978495,31.132924,1,122.267446,48.647342,57.371214
11,96,1.82805e+19,90.278826,22.462704,22.462927,1,90.131352,22.420119,22.420675,1,98.490089,25.214968,25.463955
