Seed,ID,Energy,Angle(deg),Impact(km),Ground(km),Triggered,Angle(deg),Impact(km),Ground(km),Cherenkov,Angle(deg),Impact(km),Ground(km)
12,1,9.62387e+20,153.383516,24.344019,53.923631,1,135.847300,22.403022,31.948694,1,155.924910,24.292176,59.085252
12,2,3.01773e+20,178.006986,9.696937,273.069737,1,16.429704,0.001525,0.718554,0,0,0,0
12,3,9.08221e+18,118.811538,27.619619,31.412236,1,84.029025,17.454507,17.571797,1,119.219138,27.636797,31.554680
12,4,5.27452e+19,118.308963,32.971588,37.329152,1,123.119753,34.291407,40.796483,1,115.619665,31.956629,35.333258
12,5,1.64354e+19,124.767080,37.529341,45.527881,1,76.000153,19.245321,19.892415,0,0,0,0
12,6,3.26826e+19,94.969412,30.085406,30.182185,1,80.083641,23.018759,23.403707,1,122.179451,40.482163,47.704045
12,7,3.90353e+19,107.838846,31.099724,32.604381,1,85.525544,22.677730,22.764231,1,120.203601,35.215158,40.626632
12,8,1.3583e+19,113.331874,16.187619,17.498635,1,112.529186,16.104733,17.309807,0,0,0,0
12,9,3.04131e+20,73.800585,23.448883,24.478172,1,74.080176,23.597616,24.597482,1,75.786505,24.469845,25.294794
12,10,2.17525e+20,146.495166,37.473587,67.577647,1,84.523379,19.535620,19.645860,1,158.608586,38.807582,105.877261
12,11,3.4202e+19,49.201981,27.085407,35.953550,1,49.144905,27.025748,35.905828,1,167.095757,122.178265,546.214594
12,12,4.76254e+20,138.009409,34.926936,51.905610,1,116.146044,29.711342,32.966054,0,0,0,0
12,13,9.20692e+19,39.990683,11.449276,18.061851,1,39.703040,11.269823,17.890878,1,41.520155,12.253522,18.718664
12,14,1.9661e+19,107.146514,32.061182,33.487329,1,79.504309,20.994394,21.392191,1,115.370318,34.882484,38.505224
12,15,7.4634e+19,90.306905,21.261984,21.262161,1,90.684665,21.340730,21.340799,1,89.461054,20.943182,20.946957
12,16,6.9847e+20,123.392267,11.484582,13.611187,1,128.881369,11.952774,15.178041,1,119.057946,10.973744,12.433091
12,17,9.69312e+20,34.389724,18.436179,33.012463,1,34.444497,18.498009,33.075621,0,0,0,0
12,18,2.38281e+19,86.256629,32.464315,32.550057,1,86.874879,32.831804,32.894457,1,81.853478,30.145392,30.487445
12,19,2.90368e+19,151.147247,28.863548,59.448335,1,103.642781,19.840983,20.369184,0,0,0,0
12,20,6.88785e+20,125.522089,37.102679,45.441736,1,101.654639,28.383446,28.939650,1,131.300741,38.098076,50.534007
12,21,3.77949e+18,101.717455,12.954613,13.159119,1,72.710942,9.117850,9.670662,0,0,0,0
12,22,2.77286e+20,85.172734,38.150460,38.303677,1,79.281380,34.019071,34.661597,1,84.920841,37.741174,37.908259
12,23,3.04455e+20,49.913644,20.000023,26.329620,1,47.039266,17.727335,24.431179,1,45.808338,17.082716,24.041545
12,24,6.69742e+18,112.377955,14.789978,15.902863,1,111.245976,14.631645,15.612252,1,112.729679,14.762373,15.912155
12,25,1.50713e+19,98.610597,8.379737,8.446799,1,98.511558,8.380108,8.445332,1,101.246462,8.640125,8.771044
12,26,1.47472e+19,74.934621,9.412487,9.804620,1,76.654696,9.696417,10.016031,1,70.682684,8.640179,9.229453
12,27,9.09929e+19,54.984550,12.538318,15.454005,1,56.701993,13.061391,15.762489,0,0,0,0
12,28,6.01014e+18,135.583047,8.755455,12.306146,1,124.006245,7.922497,9.423239,0,0,0,0
12,29,7.39315e+20,112.061192,29.595010,31.826278,1,118.200351,31.328930,35.406912,0,0,0,0
12,30,6.09104e+20,63.126415,37.841159,42.578572,1,64.033065,38.662486,43.153813,0,0,0,0
12,31,1.09832e+20,152.460785,21.141686,45.312936,1,104.536018,14.350639,14.771106,0,0,0,0
12,32,3.92518e+20,50.567778,21.427965,27.922929,1,48.385188,19.543472,26.334597,1,53.679154,23.473244,29.294047
12,33,6.31441e+20,54.994529,39.481746,48.373678,1,56.018024,40.659042,49.198787,1,136.373336,128.784436,186.399363
12,34,2.68722e+19,104.871272,5.702276,5.844045,1,99.605402,5.309870,5.351676,1,104.495382,5.594632,5.724228
12,35,4.80096e+19,95.633966,24.485267,24.584944,1,95.017765,24.235520,24.311794,1,95.831926,24.495560,24.603122
12,36,3.3607e+20,109.521242,33.982307,35.958393,1,105.186398,32.344046,33.441063,1,116.572162,36.217627,40.358756
12,37,9.37638e+20,71.136303,35.721779,37.818914,1,56.367988,23.577972,28.453247,0,0,0,0
12,38,6.0093e+18,124.100037,7.941407,9.456968,1,124.922732,8.003119,9.623118,1,123.918304,7.831547,9.305035
12,39,2.05695e+19,67.776699,7.713859,8.424046,1,61.707615,6.523362,7.527836,1,66.430516,7.454312,8.229937
12,40,6.17082e+19,86.769045,31.899901,31.963036,1,87.726839,32.336966,32.371300,1,80.438584,28.507462,28.944626
12,41,5.61533e+18,86.809224,16.159465,16.196947,1,86.094889,15.849215,15.901018,1,85.530186,15.716644,15.781503
12,42,4.68879e+19,132.863468,11.520184,15.442774,1,110.479835,9.663016,10.208598,0,0,0,0
12,43,2.53847e+19,96.075919,5.788958,5.802108,1,91.751450,5.424087,5.424410,1,96.082217,5.753011,5.765999
12,44,3.83288e+19,111.158357,19.351243,20.662480,1,102.889760,17.518006,17.919877,1,113.674277,19.655783,21.362717
12,45,1.02411e+19,66.976495,6.675721,7.342984,1,65.883069,6.493116,7.208232,1,67.271690,6.787617,7.447260
12,46,3.74243e+20,102.590824,23.081101,23.605848,1,101.476691,22.651855,23.074114,1,106.149933,23.931636,24.857520
12,47,2.88142e+20,54.704076,15.037328,18.569201,1,53.675375,14.559943,18.222451,1,54.524693,15.045299,18.620940
12,48,7.06986e+20,50.126239,27.025140,35.381530,1,50.085956,26.992491,35.359906,1,58.780385,34.954820,40.995673
12,49,3.02353e+19,128.541088,37.421375,47.684200,1,115.791721,33.115006,36.682504,1,133.060162,38.156157,52.036131
12,50,5.58551e+19,90.242377,19.597914,19.598265,1,88.993365,19.185140,19.192663,1,95.620503,21.150879,21.234298
12,51,1.90068e+20,135.289187,16.470004,23.169845,1,131.598175,16.119244,21.343840,1,138.248345,16.562912,24.605848
12,52,9.05477e+20,38.566537,39.920530,64.320006,1,40.364515,42.920249,66.538477,0,0,0,0
12,53,8.13989e+20,80.789792,37.041081,37.558921,1,78.633426,35.443518,36.194702,1,170.012014,77.723843,446.954268
12,54,1.58217e+19,90.030664,22.395488,22.396303,1,84.408846,20.038098,20.154777,1,84.463842,20.078147,20.192933
12,55,6.82874e+19,82.563207,19.789104,19.994141,1,85.629579,20.882313,20.965696,0,0,0,0
12,56,2.10295e+19,64.127998,33.193095,37.067790,1,61.457763,31.878468,36.489137,0,0,0,0
12,57,1.02494e+20,61.536243,23.348432,26.720636,1,60.334956,22.645099,26.230183,1,54.218385,19.474255,24.219243
12,58,8.45335e+19,92.197197,28.485789,28.499745,1,89.929231,27.389082,27.390088,1,97.511292,30.580795,30.819632
12,59,4.22221e+18,100.171113,12.943141,13.113438,1,92.548795,11.465522,11.469400,1,99.730224,12.669828,12.820160
12,60,9.84288e+20,106.199458,10.097093,10.436645,1,100.825100,9.457781,9.579047,1,104.348375,9.803043,10.050059
12,61,1.12417e+19,85.510103,21.311915,21.394399,1,83.060912,20.441357,20.617864,1,97.293785,25.406467,25.588581
12,62,2.1239e+20,97.710790,29.072442,29.311250,1,85.774952,23.746523,23.826889,0,0,0,0
12,63,8.48556e+20,138.410977,31.269466,46.880897,1,66.981432,11.528517,12.613217,1,140.588336,30.924096,48.462767
12,64,3.40955e+19,86.087463,26.070623,26.146013,1,72.355783,19.467749,20.493541,0,0,0,0
12,65,3.50502e+18,99.532258,16.620105,16.819496,1,92.689852,14.968012,14.976269,1,97.233898,15.950687,16.053871
12,66,3.44895e+20,84.037588,25.038607,25.212543,1,83.573347,24.927816,25.126040,0,0,0,0
12,67,1.77196e+19,43.058423,19.636603,29.023055,1,42.093898,18.872374,28.423044,0,0,0,0
12,68,1.33787e+20,128.005867,26.167581,33.051811,1,127.890667,26.167653,33.000531,1,125.719462,25.622313,31.413740
12,69,3.01816e+19,92.915473,31.367110,31.396323,1,78.865785,24.440224,24.957908,1,108.661063,38.093395,40.126119
12,70,3.01737e+19,94.192417,15.180098,15.207458,1,81.134520,11.822192,11.998071,0,0,0,0
12,71,4.42303e+18,75.956845,11.992651,12.413790,1,75.544042,11.773012,12.211170,1,71.869147,10.961969,11.601948
12,72,2.95335e+19,148.922217,24.313043,46.753383,1,106.054702,17.482719,18.133299,0,0,0,0
12,73,1.10722e+20,120.907274,16.993196,19.677903,1,125.271288,17.591381,21.395677,1,115.023276,16.029446,17.590760
12,74,2.22987e+19,92.158865,36.112117,36.130505,1,71.608879,24.442049,25.827834,1,120.711526,51.253512,59.490895
