Seed,ID,Energy,Angle(deg),Impact(km),Ground(km),Triggered,Angle(deg),Impact(km),Ground(km),Cherenkov,Angle(deg),Impact(km),Ground(km)
9,1,7.11954e+20,79.110216,14.224229,14.525048,1,78.733738,13.961228,14.276918,1,77.503416,13.673651,14.051346
9,2,1.30827e+20,94.734085,36.770715,36.880466,1,80.547905,28.888474,29.320287,1,166.513270,61.950092,264.790011
9,3,3.89296e+20,29.358857,22.561795,46.413051,1,29.837143,23.148977,46.914238,0,0,0,0
9,4,1.65214e+20,102.980760,37.980009,38.930281,1,93.645044,33.395293,33.450806,1,173.871599,57.794367,539.495238
9,5,1.00347e+20,45.761472,39.753660,55.683655,1,45.170265,38.792211,54.898256,1,82.586500,104.298833,105.204372
9,6,9.5261e+19,112.026734,18.941822,20.343340,1,61.197381,7.316766,8.482357,0,0,0,0
9,7,4.62626e+19,83.676392,14.282065,14.393679,1,79.248567,13.049279,13.322938,1,83.521205,14.138321,14.253943
9,8,4.92164e+19,90.604209,26.997162,26.997258,1,89.298419,26.484763,26.493484,0,0,0,0
9,9,5.29333e+19,86.675588,30.654319,30.718343,1,88.340898,31.512671,31.532359,1,87.638629,31.162436,31.197870
9,10,7.37027e+20,69.538437,23.665648,25.347585,1,67.455580,22.563622,24.528558,1,70.041261,23.971905,25.589529
9,11,3.35316e+20,100.749637,39.726632,40.398219,1,93.267301,35.533397,35.580250,1,143.115002,57.200680,95.030901
9,12,6.46182e+20,84.446497,29.619016,29.779159,1,86.562691,30.626562,30.694641,1,85.066632,29.883548,30.012902
9,13,3.19594e+20,47.907250,9.926514,13.630492,1,44.248345,8.508427,12.496009,1,45.011374,8.971103,12.978819
9,14,2.27697e+19,121.699011,12.807210,14.916438,1,110.324093,11.351819,12.024954,1,120.193150,12.402559,14.221268
9,15,1.72051e+20,74.546901,35.734762,37.131291,1,74.591197,35.743228,37.131988,1,79.004992,39.056271,39.826239
9,16,9.0763e+20,117.925798,18.903941,21.286884,1,112.500917,17.786062,19.167251,1,117.649160,18.619908,20.913215
9,17,1.25433e+20,86.626097,36.960337,37.036899,1,81.384038,33.443835,33.856599,1,86.488140,36.607926,36.689677
9,18,5.40632e+19,96.861184,20.907698,21.001113,1,92.004866,19.973215,19.973935,0,0,0,0
9,19,2.76319e+20,90.359756,36.646189,36.646201,1,79.097844,29.461353,30.042055,1,88.733595,35.112372,35.125943
9,20,1.55922e+20,69.634668,39.157077,41.844960,1,70.290488,39.642776,42.184154,1,151.720271,101.125806,213.063043
9,21,2.17091e+19,87.142902,13.059713,13.087481,1,83.758206,12.110059,12.205797,0,0,0,0
9,22,5.31588e+19,48.886637,34.935843,46.564525,1,50.892268,37.177129,48.091777,1,51.108218,37.570035,48.449189
9,23,9.8458e+20,85.665120,12.425749,12.479833,1,89.603914,13.121383,13.125007,0,0,0,0
9,24,1.53332e+20,75.651726,22.076307,22.846667,1,70.264909,19.510353,20.810781,1,82.301623,24.882006,25.140128
9,25,1.00547e+20,131.031395,36.121618,47.647905,1,94.688881,24.515621,24.577239,1,139.817682,37.487612,57.780569
9,26,6.93032e+20,137.654522,20.572291,30.285551,1,120.990195,18.378216,21.299547,1,135.612705,20.190066,28.625903
9,27,9.12341e+19,64.661303,26.947707,29.956162,1,62.103715,25.219582,28.690977,1,68.180010,29.162583,31.530935
9,28,4.64381e+20,98.854176,36.564312,36.974136,1,77.284489,24.929204,25.602691,1,98.444176,35.753938,36.116143
9,29,1.02656e+20,44.031530,24.119846,34.948314,1,42.108980,22.193840,33.360532,0,0,0,0
9,30,9.4321e+19,60.432215,20.365656,23.536889,1,40.528433,10.568659,16.514091,0,0,0,0
9,31,8.18944e+19,141.117359,33.007021,52.305890,1,88.018425,18.946139,18.966471,0,0,0,0
9,32,1.50769e+19,98.696834,14.529375,14.666513,1,96.178144,14.050644,14.110726,1,97.912034,14.351478,14.460642
9,33,7.3413e+19,143.598971,27.500993,45.982997,1,91.375139,17.127517,17.128141,0,0,0,0
9,34,2.03243e+19,70.668715,30.015318,31.880740,1,72.855212,31.249871,32.766505,1,64.554886,25.896147,28.775522
9,35,2.21037e+18,95.096055,11.433585,11.462852,1,93.413743,11.180951,11.190674,1,97.739690,11.847507,11.930895
9,36,4.75439e+20,143.347153,26.498672,44.118992,1,89.291430,15.480704,15.485684,1,152.596933,27.338016,59.010701
9,37,7.32315e+20,94.227362,19.205060,19.243562,1,96.848089,19.786843,19.905759,1,88.823648,17.554453,17.563471
9,38,3.74958e+20,109.024659,34.396948,36.307803,1,100.031007,30.857262,31.297486,1,116.555591,36.992634,41.244340
9,39,2.41481e+20,145.788741,27.472908,48.550493,1,100.872725,18.731055,19.033816,1,148.083817,27.466792,51.612939
9,40,1.33805e+19,89.893114,27.364879,27.366031,1,85.186733,25.276882,25.383967,1,98.102871,30.898550,31.182300
9,41,8.30307e+20,114.668466,19.973810,21.888745,1,100.753112,16.767732,17.030609,1,110.695568,18.828044,20.052212
9,42,1.43225e+19,119.367472,37.970847,43.418992,1,74.494702,20.402694,21.249427,0,0,0,0
9,43,1.09709e+19,109.907930,22.747162,24.118952,1,113.119554,23.458498,25.419680,1,109.956700,22.618651,23.989538
9,44,1.29105e+20,88.520290,22.542510,22.556089,1,79.678065,18.837431,19.184803,0,0,0,0
9,45,2.71339e+19,88.936669,35.265199,35.275555,1,81.103733,30.507641,30.911089,1,95.585676,38.842901,39.009160
9,46,5.03331e+20,80.678814,26.735829,27.140152,1,83.396654,28.024980,28.245347,0,0,0,0
9,47,6.05012e+19,148.934705,36.071179,69.524988,1,109.209173,26.831874,28.335206,0,0,0,0
9,48,4.00962e+18,92.585201,15.697447,15.705462,1,85.385225,13.903771,13.967208,1,94.623352,16.076464,16.113554
9,49,2.22566e+20,53.600504,34.472385,43.011726,1,56.489204,37.427406,45.053402,0,0,0,0
9,50,3.601e+20,127.641799,27.003811,33.948601,1,122.995899,25.983030,30.850426,1,135.613506,28.298836,40.252058
9,51,9.57465e+19,69.197197,36.235435,38.867008,1,72.225100,38.621298,40.645683,0,0,0,0
9,52,6.09798e+19,90.759885,18.227738,18.227865,1,85.669204,16.747778,16.821846,1,92.234708,18.535598,18.540253
9,53,9.58057e+20,135.365931,17.794781,25.126113,1,111.794538,14.702814,15.755950,1,135.813373,17.692429,25.178792
9,54,1.32529e+20,87.985716,5.124121,5.138223,1,88.936815,5.177999,5.186466,1,87.605344,5.080753,5.097491
9,55,6.19839e+20,20.619997,26.285397,75.322236,1,21.759289,27.898854,75.896744,0,0,0,0
9,56,6.60156e+20,86.264057,22.795463,22.862407,1,84.360681,22.087004,22.221501,1,92.148826,24.897328,24.906478
9,57,5.07755e+19,68.321993,15.828278,17.116525,1,69.051215,16.089868,17.309196,1,63.544952,14.255286,16.027022
9,58,4.90937e+19,90.351231,36.085203,36.085209,1,85.414147,33.100758,33.223710,1,96.405393,39.386977,39.612449
9,59,1.92132e+20,83.098730,17.991027,18.158427,1,79.279798,16.774632,17.127763,1,84.337784,18.337097,18.456818
9,60,1.86483e+19,134.418201,33.853150,47.179857,1,81.450275,18.036237,18.273603,0,0,0,0
9,61,1.24976e+20,142.945310,36.848623,60.877786,1,40.966889,5.257915,8.259645,0,0,0,0
9,62,4.72334e+19,97.927709,20.283196,20.451886,1,94.664505,19.246862,19.295454,1,99.751446,20.610131,20.878669
9,63,2.86075e+20,66.514061,35.827693,39.159677,1,72.606000,40.813127,42.837947,0,0,0,0
9,64,3.81956e+17,89.343952,3.403371,3.411752,1,112.337739,4.558490,4.850255,0,0,0,0
9,65,3.78895e+19,93.396057,32.053037,32.097521,1,81.762740,26.036861,26.339841,1,89.629155,29.840965,29.843718
9,66,2.52493e+20,139.584877,32.482602,49.812602,1,20.333265,1.211068,4.154416,1,137.235462,31.672751,46.382509
9,67,9.19998e+20,54.972169,36.482716,44.694768,1,56.275737,37.711272,45.476975,1,141.176037,129.356498,206.081807
9,68,3.59162e+20,101.309232,30.310309,30.870979,1,100.506869,30.024972,30.500392,1,102.830406,30.879723,31.625373
9,69,8.37349e+19,99.809408,18.104212,18.338907,1,97.739744,17.589144,17.724474,1,100.425967,18.184811,18.453920
9,70,5.88095e+20,88.679600,37.916026,37.931235,1,84.927555,35.623023,35.781397,1,93.722765,41.003587,41.077763
9,71,3.09153e+19,106.750452,33.762671,35.197769,1,70.761003,18.462476,19.626989,1,113.819940,36.442764,39.746275
9,72,7.10042e+20,103.291761,30.351400,31.140219,1,92.051696,25.642867,25.652929,1,99.652461,28.589111,28.966328
9,73,6.77889e+20,76.292343,37.958687,39.120928,1,74.564018,36.457996,37.878158,1,76.921813,38.293172,39.359916
9,74,5.35872e+18,151.160455,15.416489,31.583542,1,68.502757,6.260138,6.813288,0,0,0,0
