Seed,ID,Energy,Angle(deg),Impact(km),Ground(km),Triggered,Angle(deg),Impact(km),Ground(km),Cherenkov,Angle(deg),Impact(km),Ground(km)
6,1,1.67056e+20,78.591348,34.058401,34.786783,1,75.790551,32.156118,33.223395,1,89.318485,40.929863,40.935702
6,2,5.0244e+20,130.376023,6.441245,8.118320,1,102.561105,5.488158,5.546435,0,0,0,0
6,3,6.42868e+20,56.275543,30.792402,37.166484,1,55.479216,30.100139,36.680950,1,62.827086,36.701755,41.365615
6,4,9.35297e+20,132.333276,29.147197,39.246036,1,127.145826,28.092389,35.091531,1,148.125532,31.596757,59.512716
6,5,7.53744e+20,43.104019,37.557126,55.177507,1,41.085018,34.246046,52.341704,1,121.494437,177.932991,208.549256
6,6,1.81321e+20,138.984899,32.482358,49.224698,1,66.447785,13.046664,14.336915,0,0,0,0
6,7,1.10754e+20,98.369449,24.328541,24.560559,1,97.530880,24.071295,24.253994,1,100.720101,25.058590,25.464969
6,8,7.88009e+19,88.017412,26.312770,26.339295,1,66.212234,16.738288,18.412807,1,85.081563,24.823106,24.939442
6,9,1.4769e+20,88.258896,38.212576,38.238082,1,83.297315,34.971167,35.240152,1,93.639593,41.234159,41.303251
6,10,2.77456e+20,55.297918,17.791551,21.877689,1,50.318887,15.087347,19.884403,0,0,0,0
6,11,1.15056e+20,87.904001,35.722121,35.754019,1,83.023042,32.771061,33.040931,1,96.438428,40.554503,40.789565
6,12,1.18995e+20,103.168034,32.666791,33.501078,1,88.958084,26.550066,26.559032,1,131.996035,42.493537,56.991018
6,13,4.34629e+20,91.574333,33.506804,33.514502,1,90.445480,32.937961,32.938005,1,104.670164,40.036954,41.333629
6,14,1.59876e+20,54.172990,27.458463,34.092521,1,54.601264,27.819421,34.351051,0,0,0,0
6,15,2.75236e+19,96.107952,31.450678,31.608165,1,71.512172,19.597749,20.736358,1,91.189156,28.624850,28.627394
6,16,2.45366e+20,107.534590,27.589032,28.870170,1,103.779277,26.162756,26.889149,1,110.522070,28.229265,30.067097
6,17,3.08219e+19,148.919637,24.320622,46.706370,1,75.865852,11.321700,11.739066,0,0,0,0
6,18,5.5356e+19,107.531945,19.443529,20.327973,1,105.206672,18.866282,19.497057,1,110.374419,19.923411,21.179111
6,19,1.0256e+19,90.085694,20.415065,20.415768,1,88.740183,19.915708,19.925925,1,92.172145,20.990364,20.998824
6,20,6.59523e+20,119.759050,33.217944,38.144939,1,111.390749,30.558436,32.737773,1,140.204887,38.193145,59.421456
6,21,2.68327e+19,98.929621,33.569450,33.936990,1,99.515208,33.824569,34.249097,1,102.451164,34.992549,35.772602
6,22,7.66987e+19,31.364789,31.591638,61.862841,1,145.045741,15.734463,26.468932,0,0,0,0
6,23,3.39997e+20,91.006868,15.038037,15.038174,1,91.891884,15.034777,15.037700,1,86.437696,13.774328,13.814895
6,24,3.53701e+18,142.989738,18.456968,30.343190,1,118.765245,15.902666,18.010954,0,0,0,0
6,25,1.12856e+20,86.890452,37.335388,37.401900,1,73.100741,28.641281,29.995647,1,90.422836,39.528642,39.528746
6,26,1.39547e+19,107.418449,27.389644,28.642017,1,51.574437,8.027804,10.412639,0,0,0,0
6,27,4.33321e+20,80.822050,38.289324,38.818792,1,78.903240,36.963098,37.707210,1,107.549685,56.920518,59.636082
6,28,4.17892e+20,101.255610,38.959887,39.679257,1,80.647827,27.610739,28.020977,1,99.382456,37.515817,37.987681
6,29,2.64714e+20,135.919933,18.227528,25.865904,1,132.481986,17.959389,24.054368,0,0,0,0
6,30,3.98056e+19,78.331507,38.061266,38.906267,1,72.313038,33.415141,35.137394,1,131.338278,74.478576,99.020100
6,31,5.29875e+19,61.455805,35.491553,40.512230,1,51.823500,25.667676,32.809928,0,0,0,0
6,32,5.49921e+20,63.234513,20.493571,23.058595,1,61.745520,19.713711,22.492900,1,70.117189,24.083230,25.685841
6,33,5.57014e+19,43.937195,29.336149,42.492169,1,43.297611,28.424342,41.665581,0,0,0,0
6,34,4.72208e+20,27.048077,39.791025,88.400097,1,23.366818,35.312880,90.098688,0,0,0,0
6,35,1.56555e+19,167.601200,27.455014,126.947943,1,14.223104,0.672999,3.546707,0,0,0,0
6,36,8.92078e+19,138.568168,35.902585,54.027243,1,77.561329,17.085719,17.542132,1,140.725014,36.078095,56.744866
6,37,9.55911e+20,97.856756,25.116955,25.327306,1,95.286700,24.186969,24.272068,1,98.461111,25.243648,25.491545
6,38,2.62084e+19,42.711577,24.843416,36.848539,1,42.018802,24.088410,36.214851,0,0,0,0
6,39,7.59061e+19,117.996495,39.138172,44.215836,1,102.070185,32.691139,33.386645,1,152.315464,48.436691,103.860142
6,40,5.89227e+20,75.102167,11.934098,12.406638,1,73.247461,11.479727,12.053335,1,78.967800,12.880652,13.165626
6,41,3.09982e+20,91.229169,11.937982,11.938028,1,83.274177,10.313613,10.413709,1,90.750907,11.709885,11.710088
6,42,9.5066e+19,119.101900,28.076908,32.020949,1,104.271675,24.051534,24.766530,1,131.661183,30.857088,41.122552
6,43,2.20276e+20,90.163233,34.176397,34.176569,1,89.667156,33.933362,33.935755,1,101.359713,40.012397,40.771072
6,44,3.273e+19,114.918458,24.660405,27.096151,1,106.121448,22.478542,23.339654,1,122.527228,26.314388,31.078538
6,45,1.41025e+19,112.655542,35.152743,38.008913,1,81.676312,22.402428,22.671131,1,116.852125,36.700849,41.035404
6,46,3.5512e+20,87.895374,30.284386,30.313041,1,88.571929,30.624683,30.639984,1,89.441572,31.050756,31.054900
6,47,1.01477e+20,94.597261,25.555376,25.622542,1,93.964822,25.319828,25.367484,1,93.940545,25.297999,25.344946
6,48,3.22786e+18,101.054432,3.178391,3.205633,1,100.509728,3.161631,3.184740,1,100.472658,3.129870,3.152255
6,49,6.14669e+20,149.660922,28.282894,55.648362,1,92.166162,16.470714,16.476096,1,146.101620,27.327600,48.698777
6,50,2.97759e+20,100.768708,5.476187,5.521560,1,95.234209,5.081795,5.081905,1,101.095472,5.434683,5.470762
6,51,1.00838e+20,97.445487,23.790202,23.967153,1,95.174739,22.977781,23.054546,1,100.474056,24.654092,25.035628
6,52,5.76551e+19,147.842184,22.948046,42.795987,1,95.479426,14.356054,14.404092,0,0,0,0
6,53,2.26574e+20,105.306743,33.048771,34.188148,1,106.334848,33.580629,34.911407,0,0,0,0
6,54,5.46524e+20,133.035459,9.844153,13.282527,1,133.132758,9.823574,13.275099,1,132.107017,9.626720,12.796487
6,55,3.5175e+20,46.572350,21.040845,29.175989,1,44.686866,19.464391,27.895794,1,49.653452,23.282960,30.731990
6,56,2.79859e+19,70.107414,37.447989,39.923680,1,63.722755,32.042103,35.869554,0,0,0,0
6,57,5.86149e+20,103.082222,35.236961,36.124007,1,95.828465,31.886865,32.030336,0,0,0,0
6,58,3.70494e+19,84.075289,38.490692,38.718817,1,70.596468,29.198781,31.028651,1,167.950889,78.941739,377.220670
6,59,1.23462e+19,63.059096,13.056998,14.755237,1,61.440028,12.538596,14.392048,1,62.084298,12.843631,14.648219
6,60,2.07462e+20,63.689871,20.319412,22.776979,1,63.011910,19.995900,22.552171,1,70.696411,23.893627,25.394613
6,61,1.19466e+20,125.974849,39.349843,48.473931,1,92.519443,26.765748,26.783347,1,133.251400,41.371085,56.606674
6,62,1.71323e+20,77.728292,32.739513,33.561202,1,63.399774,24.866579,27.938254,0,0,0,0
6,63,7.49127e+19,82.248977,34.039256,34.381571,1,82.878086,34.260878,34.553415,1,86.431189,36.455918,36.540073
6,64,5.03844e+19,72.630444,21.933604,23.045108,1,69.714659,20.339697,21.759579,1,75.665798,23.171404,23.967970
6,65,1.66747e+20,91.971634,34.893834,34.906657,1,92.075306,35.092101,35.106827,0,0,0,0
6,66,1.28102e+20,67.614153,35.277246,38.291098,1,65.277240,34.285202,37.901207,0,0,0,0
6,67,7.88592e+19,60.268638,29.713685,34.333429,1,60.926001,30.235214,34.706580,1,169.706315,96.195902,537.222582
6,68,1.0818e+20,93.794631,24.858472,24.894809,1,69.016869,15.222764,16.421867,1,92.639854,24.208105,24.221838
6,69,4.89629e+19,120.534387,34.164603,39.503720,1,106.659320,30.321470,31.568727,0,0,0,0
6,70,2.51195e+19,63.439948,21.985137,24.683285,1,62.916142,21.717855,24.499345,1,65.146466,23.009426,25.454565
6,71,5.90976e+19,97.268243,16.455226,16.564213,1,96.389854,16.218579,16.298788,1,95.545143,16.010937,16.068037
6,72,8.19859e+19,104.193531,12.824175,13.176762,1,78.360204,8.155648,8.372591,0,0,0,0
6,73,1.87329e+19,97.524816,33.241557,33.504366,1,83.404432,26.385584,26.585373,1,126.892281,45.579871,56.841046
6,74,6.45983e+19,142.541664,33.842418,55.266120,1,103.209621,23.976682,24.563143,0,0,0,0
6,75,2.10697e+19,89.908206,36.189364,36.190283,1,70.247826,24.607082,26.217973,1,141.669249,62.199882,100.037250
6,76,2.85018e+19,61.394851,29.641242,33.876299,1,58.082534,26.783366,31.684105,1,70.538326,36.687132,38.984268
6,77,5.13899e+19,89.730363,38.886617,38.888507,1,74.287061,28.921869,30.101654,1,88.960405,38.084800,38.095232
6,78,5.15218e+20,92.598791,25.794955,25.813056,1,95.116951,26.721881,26.811308,1,89.758550,24.670534,24.672456
6,79,8.01302e+18,78.965486,14.008091,14.314465,1,70.280236,11.488037,12.280722,1,78.615923,13.758992,14.078920
6,80,8.74384e+20,125.484284,11.047368,13.424972,1,85.500573,6.723073,6.764605,0,0,0,0
6,81,5.39154e+19,74.981564,12.974404,13.489819,1,68.154418,10.919052,11.847695,1,71.562665,11.891963,12.605353
6,82,2.00041e+20,93.404278,30.336926,30.379300,1,92.499721,29.944176,29.964623,1,95.606177,31.308203,31.439654
6,83,4.87423e+19,98.684039,38.897965,39.319021,1,62.611410,18.427248,20.858165,0,0,0,0
6,84,2.3046e+20,87.100702,10.206656,10.231836,1,86.831889,10.100622,10.129142,1,85.946234,9.969134,10.010328
6,85,5.25985e+20,77.437713,30.300225,31.088779,1,77.137485,30.147103,30.969541,1,78.273455,30.854998,31.555014
6,86,3.62544e+20,121.103456,31.817208,37.027633,1,114.206725,29.698643,32.463908,1,126.544922,32.971925,40.879072
6,87,1.16281e+20,90.661203,36.812554,36.812583,1,88.003333,35.387685,35.424308,0,0,0,0
6,88,7.24689e+18,111.173772,21.676352,23.168005,1,109.756981,21.361284,22.625423,1,106.772568,20.591604,21.446365
6,89,2.69202e+19,85.824783,8.237191,8.278649,1,64.429927,5.019279,5.678599,1,84.938198,7.981141,8.035971
6,90,4.28385e+20,58.769082,11.601445,13.695863,1,56.819962,10.936876,13.205637,1,62.479652,12.815434,14.560844
6,91,5.38908e+19,100.023015,37.498774,38.045117,1,85.038857,29.261727,29.389814,1,96.069610,34.924069,35.100247
6,92,3.19346e+19,90.784203,38.134081,38.135440,1,74.517271,28.211592,29.330000,1,94.743069,40.573696,40.697014
6,93,1.15013e+19,170.230373,4.260718,23.475562,1,9.414926,0.126030,2.365296,0,0,0,0
6,94,6.28141e+19,74.077562,20.686171,21.749749,1,21.850344,12.161562,34.646780,0,0,0,0
6,95,3.24067e+20,85.562619,24.157557,24.246601,1,83.275704,22.925625,23.108965,1,85.458567,23.840865,23.932743
6,96,7.22217e+19,92.864428,23.216175,23.236030,1,89.546258,21.948588,21.951789,1,97.588222,24.675981,24.868018
6,97,3.24042e+20,95.857715,22.847869,22.948055,1,86.454790,19.345385,19.395969,1,98.061484,23.178825,23.382559
6,98,7.7096e+19,117.631757,29.182472,32.832967,1,92.320896,21.301824,21.312014,1,122.505631,30.155317,35.627513
6,99,4.18808e+20,114.275556,31.121268,34.050329,1,96.304214,25.096398,25.227774,1,124.435170,34.025718,41.118294
6,100,9.42492e+19,38.311304,30.513436,49.482557,1,34.484438,25.531922,45.396149,0,0,0,0
6,101,1.40902e+20,117.364262,13.174615,14.717601,1,76.342773,7.646170,7.927643,0,0,0,0
6,102,4.65315e+19,107.683949,34.847168,36.510877,1,74.965958,20.593734,21.379480,1,113.173515,36.754602,39.893345
6,103,3.16044e+19,81.524415,12.254485,12.421287,1,78.038874,11.285598,11.580264,1,77.372677,11.181721,11.505534
6,104,2.0884e+20,117.677468,38.750104,43.652233,1,102.812724,32.814090,33.607023,1,132.832302,43.694827,59.397246
6,105,8.45932e+19,86.946012,27.304576,27.354832,1,79.723219,23.670889,24.093981,1,90.119942,28.440640,28.440989
6,106,1.81636e+18,60.433657,7.251976,8.457915,1,60.897040,7.259547,8.426424,0,0,0,0
6,107,1.49081e+20,96.629300,37.605149,37.835557,1,60.409292,17.262056,19.965725,0,0,0,0
6,108,7.10972e+18,111.595743,11.897013,12.713080,1,112.617164,12.033035,12.949020,1,112.303883,11.916761,12.795287
6,109,1.8913e+20,61.378916,17.366185,19.895153,1,60.835351,17.137885,19.740072,1,66.456062,19.735130,21.616373
6,110,8.54284e+18,88.089187,14.441836,14.457989,1,90.022014,14.776092,14.777386,1,86.187178,13.902566,13.948273
6,111,4.16606e+19,96.613195,38.966336,39.202939,1,85.237995,32.594253,32.725824,1,99.883479,40.817994,41.395904
6,112,3.37575e+19,87.898403,31.388035,31.421578,1,81.774500,27.967165,28.302368,1,87.168394,30.780087,30.833840
6,113,1.11108e+20,82.539361,36.427578,36.765389,1,72.937763,29.590071,31.014555,1,81.846204,35.473130,35.864670
