Seed, ID, Energy, Psi, Impact, Triggered, Psi, Impact, Cherenkov, Psi, Impact
3, 1, 5.18304e+19, 0.745229, 12.318325, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
3, 2, 2.16427e+19, 1.533244, 22.893772, 1, 1.513916, 22.111527, 0, 0.000000, 0.000000
3, 3, 1.80856e+20, 1.492202, 28.531329, 1, 1.454530, 27.258418, 1, 1.471993, 27.763056
3, 4, 1.43748e+20, 1.589817, 27.670746, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
3, 5, 7.89866e+18, 1.370918, 27.692371, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
3, 6, 6.98468e+19, 1.385203, 36.400141, 1, 1.163704, 27.322828, 1, 1.367336, 35.524315
3, 7, 1.25137e+17, 1.487421, 37.098881, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
3, 8, 4.21435e+18, 1.940838, 19.581162, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
3, 9, 5.67033e+18, 1.922728, 15.648487, 1, 0.801510, 7.431007, 0, 0.000000, 0.000000
3, 10, 2.50469e+18, 1.727844, 4.204764, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
3, 11, 4.79473e+20, 1.893254, 6.552692, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
3, 12, 6.01917e+19, 2.601130, 27.534437, 1, 0.750768, 6.345668, 0, 0.000000, 0.000000
3, 13, 2.01395e+20, 2.610362, 16.228308, 1, 1.452648, 8.903195, 0, 0.000000, 0.000000
3, 14, 2.45386e+19, 1.534969, 18.933063, 1, 1.494575, 18.210022, 1, 1.636614, 20.638585
3, 15, 1.90337e+18, 1.673843, 31.675406, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
3, 16, 6.20613e+19, 1.111771, 38.071574, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
3, 17, 2.71148e+17, 0.376077, 30.900889, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
3, 18, 5.09334e+20, 2.012551, 16.506821, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
3, 19, 9.99171e+19, 2.673478, 12.173317, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
3, 20, 4.61e+19, 1.312252, 32.428441, 1, 1.298575, 31.914980, 1, 1.567613, 42.298511
3, 21, 2.86784e+19, 0.450740, 37.550393, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
3, 22, 1.06496e+20, 1.415021, 4.173038, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
3, 23, 6.41868e+17, 1.787837, 35.906080, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
3, 24, 1.3406e+20, 1.587235, 39.070767, 1, 1.389630, 31.524005, 1, 1.584344, 38.411950
3, 25, 1.15484e+20, 2.566804, 23.235230, 1, 1.701356, 15.118616, 1, 2.590026, 23.065883
3, 26, 5.04959e+20, 1.411061, 26.841165, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
3, 27, 8.3629e+18, 1.394728, 20.567079, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
3, 28, 3.63378e+20, 0.408624, 35.968391, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
3, 29, 4.37219e+20, 1.217781, 25.897514, 1, 1.185016, 24.720862, 1, 1.268310, 27.519489
3, 30, 1.89363e+17, 1.183022, 27.651354, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
3, 31, 1.11013e+20, 2.473855, 28.936429, 1, 1.473184, 15.522949, 1, 2.524539, 29.070104
3, 32, 2.85145e+20, 1.211140, 9.123225, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
3, 33, 5.60592e+17, 1.913514, 32.304058, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
3, 34, 2.97508e+18, 1.505669, 6.211988, 1, 1.538909, 6.399817, 1, 1.496373, 6.171780
3, 35, 1.13003e+17, 2.142308, 34.639652, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
3, 36, 7.03989e+17, 2.622255, 10.399988, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
3, 37, 4.93862e+19, 1.189950, 29.359003, 1, 1.154545, 27.746108, 1, 1.346307, 35.362343
3, 38, 3.67088e+18, 1.137093, 32.912351, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
3, 39, 4.81034e+19, 1.376131, 18.924786, 1, 1.301967, 16.993402, 0, 0.000000, 0.000000
3, 40, 1.70332e+19, 2.079749, 17.160538, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
3, 41, 1.37675e+18, 1.999062, 18.876718, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
3, 42, 2.95527e+19, 2.420470, 16.323117, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
3, 43, 6.35556e+20, 1.644179, 23.705974, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
3, 44, 2.00806e+17, 1.706196, 39.495190, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
3, 45, 1.35219e+20, 1.473139, 18.430818, 1, 1.447014, 17.974067, 1, 1.493749, 18.812927
3, 46, 2.17002e+18, 1.689269, 13.759736, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
3, 47, 2.66936e+19, 1.150078, 33.327483, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
3, 48, 4.11773e+20, 1.626860, 36.562903, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
3, 49, 6.78816e+20, 2.353975, 28.364761, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
3, 50, 1.16196e+17, 1.961422, 21.481365, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
3, 51, 9.88035e+18, 1.905693, 32.006969, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
3, 52, 6.20401e+18, 2.310732, 4.450330, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
3, 53, 8.34176e+20, 0.598188, 4.592581, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
3, 54, 2.1047e+19, 0.861083, 17.200245, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
3, 55, 1.85333e+17, 1.537192, 19.776009, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
3, 56, 4.92452e+18, 2.907719, 7.060934, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
3, 57, 3.04648e+18, 1.408982, 19.957919, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
3, 58, 4.49184e+17, 1.553137, 36.617864, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
3, 59, 1.26496e+20, 1.327648, 36.936168, 1, 1.224496, 32.330523, 1, 1.502631, 44.032180
3, 60, 4.24375e+19, 0.844433, 12.342509, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
3, 61, 7.1245e+18, 2.490672, 24.293332, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
3, 62, 3.49391e+18, 2.286520, 37.421978, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
3, 63, 6.19236e+17, 1.240677, 27.591427, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
3, 64, 1.56697e+17, 1.104169, 34.868208, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
3, 65, 1.15654e+20, 1.842885, 32.073782, 1, 1.167865, 15.707590, 0, 0.000000, 0.000000
3, 66, 3.17164e+19, 1.583924, 10.699454, 1, 1.720646, 11.822176, 0, 0.000000, 0.000000
3, 67, 3.36176e+17, 1.733673, 20.043665, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
3, 68, 8.19652e+18, 1.666787, 39.252315, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
3, 69, 6.15746e+19, 1.277463, 20.401183, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
3, 70, 8.74165e+20, 2.025927, 26.979178, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
