Seed, ID, Energy, Psi, Impact, Triggered, Psi, Impact, Cherenkov, Psi, Impact
4, 1, 3.6462e+20, 2.015867, 34.424576, 1, 2.045337, 35.081732, 0, 0.000000, 0.000000
4, 2, 1.1006e+20, 0.904513, 30.011894, 1, 0.900977, 29.846807, 1, 0.818964, 25.911963
4, 3, 5.3795e+20, 1.390113, 32.331555, 1, 1.355452, 31.113682, 1, 1.379512, 32.021760
4, 4, 4.73133e+20, 1.963343, 28.134336, 1, 1.213229, 14.002303, 1, 1.920602, 26.994969
4, 5, 1.12845e+20, 2.446169, 15.745700, 1, 1.589626, 9.200438, 1, 2.424733, 15.004987
4, 6, 8.37412e+18, 0.991302, 11.817627, 1, 1.024724, 12.390019, 1, 0.937311, 10.980577
4, 7, 4.01562e+19, 1.181451, 28.995375, 1, 1.184792, 29.018723, 1, 1.174019, 28.768053
4, 8, 6.37472e+19, 2.020012, 34.714708, 1, 1.728862, 28.540603, 1, 2.125545, 36.536841
4, 9, 3.72203e+20, 1.485196, 20.427963, 1, 1.397932, 18.591837, 1, 1.475881, 20.178053
4, 10, 5.62268e+20, 2.372387, 34.144775, 1, 1.141374, 12.292764, 1, 2.369204, 33.252274
4, 11, 3.00165e+20, 2.915078, 25.150754, 1, 0.288143, 0.936195, 0, 0.000000, 0.000000
4, 12, 1.1963e+20, 2.292624, 16.027013, 1, 1.138813, 6.144328, 0, 0.000000, 0.000000
4, 13, 5.272e+20, 1.850349, 37.693004, 1, 1.292840, 21.721420, 1, 1.748943, 34.251129
4, 14, 4.19637e+19, 1.584796, 21.339629, 1, 1.539514, 20.490912, 1, 1.609966, 21.757617
4, 15, 3.21714e+18, 2.218343, 10.378914, 1, 0.753289, 2.482111, 0, 0.000000, 0.000000
4, 16, 5.12857e+19, 1.881136, 11.310298, 1, 1.263226, 6.142094, 0, 0.000000, 0.000000
4, 17, 3.25895e+20, 1.775594, 30.126302, 1, 1.761449, 29.825203, 1, 1.836063, 31.342206
4, 18, 3.17699e+19, 1.568847, 14.123672, 1, 1.548777, 13.807614, 1, 1.551426, 13.854399
4, 19, 3.61309e+20, 1.181064, 35.103492, 1, 1.122432, 31.863781, 1, 1.098237, 30.923429
4, 20, 7.4129e+19, 1.500965, 29.364126, 1, 1.517980, 29.880024, 1, 1.612842, 32.537916
4, 21, 1.57087e+20, 1.234014, 26.042098, 1, 1.182138, 24.297660, 1, 1.290179, 27.857887
4, 22, 1.05537e+19, 1.018069, 11.154514, 1, 1.055839, 11.866128, 0, 0.000000, 0.000000
4, 23, 4.82722e+20, 1.576343, 6.267168, 1, 1.595863, 6.375998, 1, 1.562907, 6.211231
4, 24, 4.81654e+19, 1.163985, 14.373322, 1, 1.138038, 13.885189, 1, 1.142041, 14.146050
4, 25, 5.66675e+20, 1.847222, 36.814733, 1, 1.767025, 34.783578, 1, 1.811987, 35.760828
4, 26, 6.6728e+19, 1.437036, 25.226497, 1, 1.463066, 25.935345, 0, 0.000000, 0.000000
4, 27, 4.88116e+20, 1.572940, 39.450999, 1, 1.674833, 42.892256, 1, 1.581954, 39.632837
4, 28, 5.28442e+19, 1.473574, 29.122679, 1, 1.419371, 27.408263, 1, 1.446395, 28.238466
4, 29, 5.92539e+18, 1.971777, 12.544090, 1, 1.938156, 12.294100, 1, 1.959105, 12.296033
