Seed, ID, Energy, Psi, Impact, Triggered, Psi, Impact, Cherenkov, Psi, Impact
2, 1, 1.41596e+20, 1.753334, 28.049505, 1, 1.408265, 20.049675, 1, 1.742835, 27.327682
2, 2, 2.14125e+20, 1.537102, 33.491967, 1, 1.524882, 33.149279, 1, 1.646257, 36.884397
2, 3, 3.95187e+20, 1.728550, 39.009541, 1, 1.509372, 31.733041, 1, 1.755887, 39.244488
2, 4, 6.82607e+19, 1.880957, 24.176915, 1, 1.796775, 22.685090, 1, 1.910796, 24.354488
2, 5, 1.35096e+19, 2.565412, 15.227043, 1, 1.136194, 6.103349, 0, 0.000000, 0.000000
2, 6, 9.55356e+18, 1.567214, 10.765873, 1, 1.575713, 10.845755, 0, 0.000000, 0.000000
2, 7, 2.33811e+19, 1.208905, 21.071116, 1, 1.187864, 20.497216, 1, 1.270496, 22.834999
2, 8, 2.62187e+18, 1.205995, 5.250545, 1, 1.187174, 5.122826, 1, 2.837101, 12.678861
2, 9, 3.39764e+19, 1.173971, 31.353767, 1, 1.102838, 28.351115, 0, 0.000000, 0.000000
2, 10, 3.28908e+20, 1.594639, 29.373629, 1, 1.413126, 24.307063, 1, 1.571390, 28.458382
2, 11, 1.57666e+19, 1.706266, 35.272448, 1, 1.198830, 20.692072, 1, 1.742118, 36.340003
2, 12, 3.97102e+20, 1.390570, 33.155160, 1, 1.406116, 33.702752, 1, 1.328293, 31.057171
2, 13, 1.68191e+20, 1.029634, 32.653241, 1, 0.981092, 29.959254, 1, 3.015665, 110.526837
2, 14, 5.57991e+20, 1.561069, 31.043395, 1, 1.548764, 30.726969, 1, 1.615136, 32.564094
2, 15, 1.11551e+20, 1.555136, 28.630931, 1, 1.539964, 28.190084, 1, 1.566899, 28.892022
2, 16, 7.04976e+19, 1.551828, 39.605026, 1, 1.308408, 30.050603, 0, 0.000000, 0.000000
2, 17, 8.95478e+19, 1.646482, 37.161586, 1, 1.394318, 28.939887, 1, 1.599369, 35.428726
2, 18, 1.6275e+20, 1.167021, 34.879257, 1, 1.135091, 33.324021, 0, 0.000000, 0.000000
2, 19, 2.58015e+20, 2.374489, 23.791821, 1, 2.074160, 20.931543, 1, 2.355181, 23.082904
2, 20, 2.77515e+19, 1.439654, 33.203776, 1, 1.338325, 30.316987, 0, 0.000000, 0.000000
2, 21, 1.12161e+20, 1.030465, 24.664249, 1, 1.035616, 24.841969, 1, 1.020444, 24.481898
2, 22, 5.09469e+19, 0.782510, 13.465970, 1, 0.755377, 12.576124, 0, 0.000000, 0.000000
2, 23, 8.34423e+19, 2.491152, 13.591532, 1, 2.180437, 12.359700, 0, 0.000000, 0.000000
2, 24, 3.32055e+19, 2.427769, 9.108576, 1, 2.192028, 8.355340, 1, 2.422630, 8.748022
2, 25, 1.05554e+19, 2.335273, 15.538425, 1, 2.234071, 15.013018, 0, 0.000000, 0.000000
2, 26, 4.852e+19, 0.822154, 9.283390, 1, 0.855936, 9.889032, 0, 0.000000, 0.000000
2, 27, 3.24779e+20, 2.400142, 25.180909, 1, 0.269271, 3.546708, 0, 0.000000, 0.000000
2, 28, 5.04134e+20, 1.541601, 27.415780, 1, 1.539793, 27.350000, 1, 1.600346, 28.861273
2, 29, 5.54072e+19, 2.842071, 34.960819, 1, 0.443230, 2.210709, 0, 0.000000, 0.000000
2, 30, 8.73238e+18, 2.094327, 24.129538, 1, 1.670294, 18.282738, 1, 2.141751, 24.475020
2, 31, 6.41328e+19, 1.831846, 16.765966, 1, 1.799091, 16.400872, 1, 1.855774, 16.929867
2, 32, 2.61989e+20, 1.611653, 21.892725, 1, 1.576315, 21.213791, 1, 1.615476, 21.930210
2, 33, 1.64709e+20, 1.021935, 19.244180, 1, 1.009681, 18.887189, 1, 1.064824, 20.723691
2, 34, 7.01553e+19, 1.679408, 10.070026, 1, 1.509193, 8.647372, 1, 1.704117, 10.156075
2, 35, 2.69368e+19, 1.435512, 4.019960, 1, 1.359917, 3.682498, 1, 1.440531, 4.089292
2, 36, 5.71731e+19, 3.007187, 16.030826, 1, 0.119613, 0.125046, 0, 0.000000, 0.000000
2, 37, 6.07387e+20, 1.512326, 32.281606, 1, 1.015276, 16.523807, 1, 1.482788, 31.044998
2, 38, 1.42898e+19, 1.400847, 16.055198, 1, 1.377681, 15.679239, 1, 1.411910, 16.318296
2, 39, 4.90371e+19, 1.592740, 37.484374, 1, 1.318084, 28.132128, 1, 1.543207, 35.731308
2, 40, 1.02924e+20, 1.717064, 17.982587, 1, 1.692084, 17.638811, 1, 1.762471, 18.524984
2, 41, 4.69386e+18, 1.595544, 11.401534, 1, 1.551459, 10.936833, 1, 1.609661, 11.500773
2, 42, 3.31334e+20, 0.599144, 37.968117, 1, 0.577384, 35.359367, 0, 0.000000, 0.000000
2, 43, 3.26634e+19, 1.111798, 17.511844, 1, 1.107342, 17.408808, 1, 1.132899, 18.210706
2, 44, 8.45732e+20, 2.013446, 19.804972, 1, 1.272765, 10.056587, 1, 2.010996, 19.359958
2, 45, 7.14561e+19, 1.440199, 16.497909, 1, 1.422715, 16.177519, 1, 1.427139, 16.313226
2, 46, 2.18142e+18, 1.652649, 5.877762, 1, 1.608123, 5.617845, 1, 1.645296, 5.782171
2, 47, 1.89806e+19, 2.064021, 38.653916, 1, 1.583649, 27.069821, 1, 2.042115, 37.746627
2, 48, 1.54625e+20, 2.056723, 16.179546, 1, 2.137898, 16.800417, 1, 2.008467, 15.558131
2, 49, 2.84587e+20, 1.743569, 26.959793, 1, 1.632287, 24.346306, 1, 1.683538, 25.379155
2, 50, 7.02863e+20, 1.581697, 22.497139, 1, 1.646101, 23.670384, 1, 1.525229, 21.297714
