Seed, ID, Energy, Psi, Impact, Triggered, Psi, Impact, Cherenkov, Psi, Impact
13, 1, 1.01824e+19, 1.154680, 29.786553, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
13, 2, 7.63484e+19, 1.308058, 11.152874, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
13, 3, 8.1171e+17, 2.248117, 14.329977, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
13, 4, 3.80597e+19, 1.332113, 35.754539, 1, 1.260800, 32.699861, 1, 2.333041, 75.271178
13, 5, 1.1218e+18, 2.530958, 32.369125, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
13, 6, 9.89526e+19, 1.464819, 29.375911, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
13, 7, 5.61835e+17, 2.272713, 27.666329, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
13, 8, 1.16571e+19, 1.778267, 32.228830, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
13, 9, 1.26161e+20, 1.479877, 29.267344, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
13, 10, 3.69263e+20, 1.484457, 10.976118, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
13, 11, 1.27804e+18, 1.367562, 9.543270, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
13, 12, 6.68688e+20, 1.344954, 27.179417, 1, 1.290378, 25.464137, 1, 1.492799, 31.542392
13, 13, 3.51618e+20, 1.837754, 39.839571, 1, 1.699919, 35.886768, 1, 3.014257, 59.365225
13, 14, 1.00283e+20, 1.457511, 35.227718, 1, 1.473227, 35.841387, 1, 1.517636, 37.545998
13, 15, 2.52809e+19, 2.047409, 36.229797, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
13, 16, 7.40775e+20, 1.626801, 21.325695, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
13, 17, 9.97109e+18, 1.816656, 35.489504, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
13, 18, 1.01099e+18, 1.901927, 10.865414, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
13, 19, 1.89933e+20, 0.670298, 19.016753, 1, 0.675496, 19.238832, 1, 0.689205, 20.014782
13, 20, 2.70792e+17, 1.644662, 37.773145, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
13, 21, 4.60393e+17, 1.171876, 29.782878, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
13, 22, 7.29801e+20, 2.583044, 21.720956, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
13, 23, 1.51305e+17, 2.693519, 29.915389, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
13, 24, 7.11508e+18, 1.835474, 14.312833, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
13, 25, 9.81274e+18, 2.494331, 36.805758, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
13, 26, 2.05125e+19, 3.020710, 19.843923, 1, 3.106716, 0.009347, 0, 0.000000, 0.000000
13, 27, 1.3027e+19, 2.670404, 38.816406, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
13, 28, 7.95432e+17, 1.052156, 24.450501, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
13, 29, 6.54325e+19, 0.263341, 18.969143, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
13, 30, 1.02777e+18, 1.291426, 31.253027, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
13, 31, 1.59032e+17, 1.635737, 39.164326, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
13, 32, 2.05285e+17, 1.089146, 22.424189, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
13, 33, 2.20314e+20, 1.620660, 17.214869, 1, 1.338511, 12.509441, 0, 0.000000, 0.000000
13, 34, 6.71792e+17, 2.012576, 33.991532, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
13, 35, 3.11575e+19, 0.911573, 18.835861, 1, 0.900925, 18.456970, 1, 0.985685, 21.382158
