Seed, ID, Energy, Psi, Impact, Triggered, Psi, Impact, Cherenkov, Psi, Impact
12, 1, 2.15158e+17, 1.730665, 24.544838, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
12, 2, 1.52762e+17, 2.596915, 36.517826, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
12, 3, 8.87006e+19, 1.027042, 20.470409, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
12, 4, 4.53062e+20, 1.545301, 27.483837, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
12, 5, 6.49179e+19, 1.296316, 16.686015, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
12, 6, 2.43249e+18, 1.117114, 31.124703, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
12, 7, 1.77648e+20, 1.564954, 37.851191, 1, 1.372609, 30.963208, 1, 2.415208, 62.971517
12, 8, 4.49146e+20, 2.792877, 21.373748, 1, 1.089091, 5.949179, 0, 0.000000, 0.000000
12, 9, 1.77079e+19, 1.709450, 10.309989, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
12, 10, 9.59581e+18, 1.236195, 24.474357, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
12, 11, 2.3061e+19, 1.410413, 23.222121, 1, 1.424397, 23.217649, 0, 0.000000, 0.000000
12, 12, 1.89215e+20, 0.361567, 13.950803, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
12, 13, 1.48183e+20, 1.220390, 36.065006, 1, 1.286785, 39.069310, 0, 0.000000, 0.000000
12, 14, 4.31632e+20, 1.691109, 10.373788, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
12, 15, 2.90073e+18, 2.235530, 9.248723, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
12, 16, 1.88795e+20, 1.568823, 4.209040, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
12, 17, 4.01e+20, 0.957128, 37.129423, 1, 0.957775, 37.211135, 1, 2.623833, 145.833804
12, 18, 4.62905e+17, 2.053777, 25.015300, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
12, 19, 1.84084e+19, 1.893875, 24.602919, 1, 1.517235, 18.334401, 1, 1.870534, 23.974002
12, 20, 1.11195e+19, 0.647542, 5.063822, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
12, 21, 2.52777e+18, 0.759399, 32.213685, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
12, 22, 6.33471e+19, 1.936130, 35.951344, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
12, 23, 2.29036e+18, 1.661873, 23.918502, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
12, 24, 7.78032e+18, 2.106641, 24.402314, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
12, 25, 7.04664e+19, 2.201639, 30.485987, 1, 0.790985, 7.658278, 0, 0.000000, 0.000000
12, 26, 5.04382e+20, 1.864614, 34.808548, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
12, 27, 1.11395e+20, 1.828421, 36.390937, 1, 1.595784, 30.036345, 1, 1.889888, 37.890165
12, 28, 4.74059e+19, 1.414377, 10.838945, 1, 1.367708, 10.293634, 1, 1.389493, 10.601322
12, 29, 1.56199e+19, 1.939592, 36.748520, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
12, 30, 1.74267e+20, 1.576286, 32.691145, 1, 1.565709, 32.388496, 1, 1.834077, 40.010203
12, 31, 3.75056e+19, 2.522384, 16.688769, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
12, 32, 3.04454e+20, 1.388183, 37.039558, 1, 1.313054, 33.966590, 1, 1.499203, 41.232458
12, 33, 2.49574e+20, 1.595236, 19.565710, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
12, 34, 1.41024e+20, 2.073735, 33.864055, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
12, 35, 2.81675e+17, 1.121027, 34.034055, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
12, 36, 2.5854e+20, 1.134052, 13.651321, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
12, 37, 4.7703e+20, 1.197047, 17.133582, 1, 1.188812, 16.972153, 1, 1.198159, 17.253517
12, 38, 1.30162e+20, 1.633093, 14.885050, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
12, 39, 2.41754e+20, 1.767303, 11.167515, 1, 1.754636, 10.881885, 1, 1.704566, 10.432075
12, 40, 3.36532e+17, 1.499948, 30.662239, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
12, 41, 9.54686e+20, 2.383967, 9.008555, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
12, 42, 2.73458e+20, 1.312244, 36.178424, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
12, 43, 7.32181e+20, 1.078362, 17.729814, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
12, 44, 5.08166e+20, 2.228549, 38.177465, 1, 2.186437, 37.381314, 1, 2.016661, 33.818609
12, 45, 5.5539e+19, 2.518764, 19.069680, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
12, 46, 1.01859e+17, 1.515854, 29.880200, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
12, 47, 9.66489e+18, 1.568568, 26.561737, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
12, 48, 2.83915e+20, 0.258624, 38.246518, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
12, 49, 2.92602e+18, 0.715676, 21.849474, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
12, 50, 1.37085e+18, 1.459787, 34.643570, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
12, 51, 1.75425e+18, 1.927715, 31.135708, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
12, 52, 5.11348e+20, 1.700030, 21.093008, 1, 1.499942, 17.175127, 0, 0.000000, 0.000000
12, 53, 1.71416e+18, 0.852088, 7.082960, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
12, 54, 1.01253e+18, 0.321452, 36.818027, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
12, 55, 2.38502e+18, 1.530382, 4.034973, 1, 1.147477, 2.538214, 1, 1.502125, 3.876900
12, 56, 2.99507e+19, 1.081482, 12.726379, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
12, 57, 3.32068e+19, 0.354179, 31.732613, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
12, 58, 1.1146e+17, 2.140009, 28.597997, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
12, 59, 1.51051e+20, 1.426463, 12.519224, 1, 1.277637, 10.467262, 1, 1.355663, 11.481638
12, 60, 2.40366e+18, 1.541333, 21.056226, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
12, 61, 4.89703e+20, 1.849718, 32.100314, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
12, 62, 7.53887e+17, 1.247309, 12.083946, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
12, 63, 1.71111e+20, 0.754543, 32.360256, 1, 0.747283, 31.726345, 1, 0.997453, 50.297582
12, 64, 9.47937e+20, 2.026494, 15.224097, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
12, 65, 8.48635e+19, 2.419005, 26.136131, 1, 1.652582, 16.839066, 1, 2.424652, 25.966777
12, 66, 5.74243e+18, 1.681508, 20.410475, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
12, 67, 2.69279e+19, 2.360483, 21.477267, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
12, 68, 3.63311e+17, 1.441863, 29.160455, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
12, 69, 4.64857e+18, 2.173293, 28.620926, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
12, 70, 7.06773e+19, 1.716134, 36.185654, 1, 1.386337, 26.520842, 1, 2.598585, 55.899719
12, 71, 2.76385e+19, 1.603716, 5.842826, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
