Seed, ID, Energy, Psi, Impact, Triggered, Psi, Impact, Cherenkov, Psi, Impact
3, 1, 1.13845e+20, 1.462650, 31.946686, 1, 1.449830, 31.524458, 1, 2.454874, 323.180457
3, 2, 3.93575e+19, 0.935359, 38.219476, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
3, 3, 6.28687e+19, 1.495733, 17.107517, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
3, 4, 1.24393e+20, 2.161987, 12.740864, 1, 1.083564, 4.628787, 1, 2.111021, 12.168228
3, 5, 8.65683e+20, 1.462947, 28.395268, 1, 1.524842, 30.069318, 0, 0.000000, 0.000000
3, 6, 9.22734e+19, 1.643017, 35.344849, 1, 0.676541, 8.293882, 0, 0.000000, 0.000000
3, 7, 6.14031e+20, 2.394102, 30.018937, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
3, 8, 5.42148e+19, 1.630704, 12.074368, 1, 1.530741, 10.963034, 1, 1.617895, 11.844428
3, 9, 9.85553e+20, 1.826181, 8.673564, 1, 1.968630, 9.439711, 0, 0.000000, 0.000000
3, 10, 7.56292e+18, 0.659135, 33.849597, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
3, 11, 1.27993e+20, 2.599705, 22.916285, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
3, 12, 7.92426e+20, 1.440884, 35.797142, 1, 1.433713, 35.331620, 1, 1.526442, 38.751959
3, 13, 5.90004e+19, 0.352469, 34.388885, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
3, 14, 1.37236e+20, 1.225182, 12.092136, 1, 1.192068, 11.590186, 1, 1.241552, 12.397757
3, 15, 4.83987e+20, 0.861580, 38.323968, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
3, 16, 8.63322e+20, 1.611784, 23.319732, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
3, 17, 9.869e+17, 1.368944, 13.166439, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
3, 18, 1.0515e+19, 2.287433, 22.687389, 1, 1.691842, 15.973728, 1, 2.313788, 22.716089
3, 19, 6.43014e+17, 1.952852, 27.676424, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
3, 20, 1.96003e+18, 2.008609, 22.820663, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
3, 21, 2.32725e+19, 2.980552, 6.669613, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
3, 22, 5.63692e+19, 2.166802, 19.080448, 1, 2.187823, 19.275060, 1, 2.056387, 18.033219
3, 23, 4.72525e+18, 1.720996, 33.847671, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
3, 24, 5.41459e+20, 1.590930, 17.816377, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
