Seed, ID, Energy, Psi, Impact, Triggered, Psi, Impact, Cherenkov, Psi, Impact
4, 1, 8.93627e+20, 2.260076, 10.737998, 1, 1.890915, 8.665109, 1, 2.207613, 10.230590
4, 2, 1.49062e+18, 0.518325, 29.294237, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
4, 3, 7.05995e+17, 1.626261, 37.062992, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
4, 4, 3.03988e+19, 1.934060, 27.576666, 1, 1.568334, 21.517334, 0, 0.000000, 0.000000
4, 5, 2.3241e+19, 1.592147, 32.483740, 1, 1.518573, 30.325561, 1, 2.966490, 58.310288
4, 6, 9.07358e+19, 2.178049, 6.591864, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
4, 7, 1.36842e+20, 2.511559, 7.512785, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
4, 8, 2.58157e+20, 1.343213, 29.784969, 1, 1.294222, 28.006718, 1, 1.662374, 40.286576
4, 9, 7.06609e+20, 1.004448, 33.647773, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
4, 10, 5.17814e+19, 1.344260, 13.720245, 1, 1.379790, 14.176420, 1, 1.329608, 13.456389
4, 11, 2.69106e+19, 2.842752, 7.781289, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
4, 12, 7.99288e+18, 1.516140, 18.227432, 1, 1.465819, 17.285018, 1, 1.525766, 18.317121
4, 13, 2.34006e+20, 1.489473, 16.441135, 1, 1.484207, 16.377874, 1, 1.470977, 16.191069
4, 14, 1.05023e+19, 1.477891, 21.038175, 1, 1.449554, 20.472336, 1, 1.487169, 21.250771
4, 15, 2.42869e+20, 1.441251, 39.686877, 1, 1.465994, 40.682297, 1, 1.719274, 50.705542
4, 16, 2.37336e+18, 2.570740, 32.931815, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
4, 17, 1.48942e+17, 1.580509, 38.487980, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
4, 18, 1.30172e+18, 1.557039, 25.156456, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
4, 19, 4.67962e+17, 1.475787, 6.325371, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
4, 20, 6.1779e+20, 2.579003, 21.396646, 1, 1.316574, 9.238906, 1, 2.544048, 20.634885
4, 21, 3.55071e+18, 1.620986, 4.916001, 1, 1.667798, 5.066488, 1, 1.619063, 4.859022
4, 22, 4.39582e+18, 1.593960, 4.611578, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
4, 23, 1.0852e+20, 2.294213, 39.817304, 1, 1.381116, 20.497646, 1, 3.049928, 46.089193
4, 24, 2.60571e+19, 1.719526, 37.240243, 1, 1.389631, 27.215021, 1, 2.167311, 49.173630
4, 25, 2.20789e+19, 1.804922, 26.214826, 1, 1.649836, 23.179493, 1, 1.980415, 29.005400
4, 26, 1.31172e+17, 1.342075, 29.277967, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
4, 27, 4.20723e+20, 1.821736, 14.759745, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
4, 28, 1.70271e+19, 1.571115, 13.647780, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
4, 29, 3.44182e+19, 1.898649, 31.269497, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
4, 30, 3.10962e+19, 1.641544, 21.996761, 1, 1.547107, 20.210295, 1, 1.618414, 21.497967
4, 31, 2.82285e+19, 1.578061, 33.128185, 1, 1.545367, 31.786564, 1, 1.438628, 28.611634
4, 32, 1.1524e+20, 1.248407, 36.505336, 1, 1.202053, 34.288924, 1, 1.728732, 58.385916
4, 33, 2.45955e+19, 1.833746, 29.860268, 1, 1.111104, 13.717088, 0, 0.000000, 0.000000
4, 34, 1.32417e+20, 2.776880, 14.869473, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
4, 35, 7.71689e+20, 0.980853, 31.916685, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
4, 36, 2.35001e+19, 2.383645, 29.028552, 1, 1.448199, 15.531325, 1, 2.312948, 27.875420
4, 37, 5.7648e+19, 1.744146, 17.299864, 1, 1.855911, 18.645929, 0, 0.000000, 0.000000
4, 38, 1.47441e+18, 1.221002, 18.638935, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
4, 39, 4.42948e+20, 1.575398, 36.709593, 1, 1.371131, 29.434097, 1, 1.568103, 35.991050
4, 40, 4.0107e+17, 1.803592, 33.189749, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
4, 41, 2.57195e+20, 0.710542, 6.757811, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
4, 42, 1.25304e+18, 1.492116, 28.701501, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
4, 43, 3.9927e+20, 2.113877, 12.985294, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
